"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Shc4" 0.00154447212156122 2.02866573195713 0.054 0.007 1 "Bas" "Shc4"
"Cox14.2" 0.0015529633486177 1.91763086888595 0.189 0.063 1 "Bas" "Cox14"
"Gm7480.4" 0.00156384142315646 -1.74644201924298 0.108 0.372 1 "Bas" "Gm7480"
"Ppp1r12c.2" 0.00156902962235251 -2.70775688048163 0.081 0.312 1 "Bas" "Ppp1r12c"
"Cpt1a.4" 0.00159772878767603 -2.38923793519127 0.054 0.294 1 "Bas" "Cpt1a"
"Mfsd6.3" 0.00159921179271958 1.48279836767243 0.27 0.107 1 "Bas" "Mfsd6"
"Pik3cb.3" 0.00160869165150217 -1.77147739293369 0.243 0.455 1 "Bas" "Pik3cb"
"A230072C01Rik.1" 0.00161703060814131 2.38288216292348 0.135 0.037 1 "Bas" "A230072C01Rik"
"Hk2.3" 0.00161806720593614 -2.2286771042027 0.108 0.355 1 "Bas" "Hk2"
"Vps50.2" 0.00162047202042799 -2.2352730628431 0.108 0.346 1 "Bas" "Vps50"
"Maml2.4" 0.00162432809184791 0.995192515584396 0.838 0.73 1 "Bas" "Maml2"
"1110046J04Rik.2" 0.00162435536052708 2.0900977135181 0.135 0.036 1 "Bas" "1110046J04Rik"
"Nectin2" 0.00162447165089797 3.13689577500789 0.108 0.026 1 "Bas" "Nectin2"
"Rev3l.2" 0.00162707675222013 0.863674019653204 0.595 0.371 1 "Bas" "Rev3l"
"H2afv.2" 0.00163418658093374 1.07032276424305 0.243 0.089 1 "Bas" "H2afv"
"Ddit4" 0.00163559280897884 2.22084008766622 0.081 0.015 1 "Bas" "Ddit4"
"Smtn.2" 0.00163559280897884 2.26469137614921 0.081 0.015 1 "Bas" "Smtn"
"Dmxl2.4" 0.00163866214386891 -2.13025955760049 0.297 0.484 1 "Bas" "Dmxl2"
"Piezo1.1" 0.00164618135995529 -1.88927827412315 0.135 0.393 1 "Bas" "Piezo1"
"Htra1.2" 0.00165575675806634 1.64922319417347 0.135 0.036 1 "Bas" "Htra1"
"Cyp4f18.3" 0.00166029364271967 -4.6637042348328 0 0.215 1 "Bas" "Cyp4f18"
"B430010I23Rik.3" 0.00166999458336843 0.762322665417017 0.351 0.153 1 "Bas" "B430010I23Rik"
"Gm16337.3" 0.00167048732197234 -3.78450535707438 0.027 0.248 1 "Bas" "Gm16337"
"Lias" 0.0016727528805536 1.04365099561113 0.243 0.089 1 "Bas" "Lias"
"Galnt10.2" 0.00168540394315484 -2.04506641608934 0.108 0.355 1 "Bas" "Galnt10"
"Mindy4" 0.00170664220701464 2.72092277935412 0.108 0.025 1 "Bas" "Mindy4"
"Snd1.2" 0.00171229639137436 -0.975772849131119 0.73 0.788 1 "Bas" "Snd1"
"Tax1bp1.1" 0.00171320310029242 0.63192950868362 0.73 0.455 1 "Bas" "Tax1bp1"
"Rbm47.4" 0.001726414369946 -0.803600949365856 0.649 0.813 1 "Bas" "Rbm47"
"Zfp27" 0.0017271230268394 2.10662793335906 0.108 0.025 1 "Bas" "Zfp27"
"Ddx60.3" 0.00173804758803204 -3.54566631326292 0.027 0.253 1 "Bas" "Ddx60"
"Gm29237" 0.00173925354412197 2.49653104210254 0.108 0.026 1 "Bas" "Gm29237"
"Tmem106a.3" 0.00174970658540416 -2.95449332453079 0.054 0.281 1 "Bas" "Tmem106a"
"Cysltr1.2" 0.00174977856215428 -5.03239779931281 0 0.213 1 "Bas" "Cysltr1"
"Gm15738.2" 0.00175237005141149 1.87417737414048 0.351 0.161 1 "Bas" "Gm15738"
"Clta.3" 0.00175782370446847 -1.61074142839329 0.216 0.455 1 "Bas" "Clta"
"Lims1.1" 0.00175819564883061 -0.848312459129074 0.622 0.75 1 "Bas" "Lims1"
"Tcf12.3" 0.00175976654866468 0.625810840284201 0.865 0.765 1 "Bas" "Tcf12"
"H2-Eb1.4" 0.00176609875015379 -3.17552313443205 0.108 0.332 1 "Bas" "H2-Eb1"
"Efhd2.2" 0.00178171011294373 -3.35987767338437 0.054 0.275 1 "Bas" "Efhd2"
"Snx6.4" 0.0018001694746156 -1.91129019058767 0.162 0.406 1 "Bas" "Snx6"
"Rida" 0.00181851136996782 1.92235054900833 0.108 0.025 1 "Bas" "Rida"
"Itga7" 0.0018254126916734 2.9778545479163 0.054 0.008 1 "Bas" "Itga7"
"Tmem150b.2" 0.00182782649767411 -4.76862981325089 0 0.212 1 "Bas" "Tmem150b"
"Rab3il1.4" 0.00184382749508588 -4.61296749601315 0 0.211 1 "Bas" "Rab3il1"
"Fam13b.3" 0.00184471864660049 -1.20548382498422 0.378 0.581 1 "Bas" "Fam13b"
"Atp5j.2" 0.00184898392260291 1.20543568069572 0.243 0.09 1 "Bas" "Atp5j"
"Glud1" 0.00185117604481299 -1.23453904951255 0.243 0.468 1 "Bas" "Glud1"
"Atp5md.2" 0.00185590619176261 0.842022661616073 0.243 0.087 1 "Bas" "Atp5md"
"Itgal.4" 0.00185996132092424 -5.07085332148455 0 0.211 1 "Bas" "Itgal"
"Clec4n.4" 0.00185996132615648 -4.98125889168862 0 0.211 1 "Bas" "Clec4n"
"Tnfrsf11b" 0.00186423945279411 2.75734179221814 0.054 0.008 1 "Bas" "Tnfrsf11b"
"Erh" 0.00186880917106943 1.3544854424197 0.243 0.091 1 "Bas" "Erh"
"Dennd3.3" 0.00187550117882342 1.95439141320345 0.243 0.096 1 "Bas" "Dennd3"
"Tent5a" 0.00187622902407953 -4.71194630444998 0 0.211 1 "Bas" "Tent5a"
"Zfp647.2" 0.00187734936203472 2.98373581093014 0.054 0.008 1 "Bas" "Zfp647"
"Ctdspl2.2" 0.0018820300128218 0.933561841402312 0.541 0.315 1 "Bas" "Ctdspl2"
"Ttc26" 0.00188393602521916 2.83622931815012 0.054 0.008 1 "Bas" "Ttc26"
"Pgm1.1" 0.00189382232621822 1.36617236372134 0.27 0.111 1 "Bas" "Pgm1"
"Rb1.2" 0.00191176027360838 -1.1048036215814 0.486 0.644 1 "Bas" "Rb1"
"Gm3448" 0.00192316802959908 0.901242321774793 0.189 0.06 1 "Bas" "Gm3448"
"Maged1.2" 0.00192866604656215 1.35146776499907 0.243 0.093 1 "Bas" "Maged1"
"Fry.3" 0.00193017235484923 -1.48338189863747 0.459 0.616 1 "Bas" "Fry"
"Efhc1" 0.00193739843343208 2.68850872766602 0.054 0.008 1 "Bas" "Efhc1"
"P4ha1.3" 0.00194804078748873 -1.83120569332924 0.162 0.405 1 "Bas" "P4ha1"
"Mapkapk3.2" 0.00195393462952685 -1.96239006078281 0.216 0.438 1 "Bas" "Mapkapk3"
"Col18a1.2" 0.00195453170878988 1.43956988768086 0.135 0.036 1 "Bas" "Col18a1"
"Trem2.4" 0.00195961343707704 -4.55028082243292 0 0.209 1 "Bas" "Trem2"
"Plekha4" 0.00196464881170233 2.21353861553796 0.054 0.008 1 "Bas" "Plekha4"
"Bicc1" 0.00197158315393443 2.00382317873328 0.162 0.05 1 "Bas" "Bicc1"
"Pfkfb4.3" 0.00197445209857219 -2.44934560956552 0.108 0.336 1 "Bas" "Pfkfb4"
"Cntrl" 0.00197540195657811 -1.54589808301727 0.162 0.414 1 "Bas" "Cntrl"
"Rtn4.3" 0.00198504039840947 -1.08537493015758 0.649 0.713 1 "Bas" "Rtn4"
"Pglyrp1" 0.00198531701676353 2.13418321811137 0.054 0.008 1 "Bas" "Pglyrp1"
"Cd44.3" 0.00200562254706321 -1.21226103238689 0.622 0.739 1 "Bas" "Cd44"
"Ankrd11" 0.00200567609446131 -0.618731659787516 0.838 0.879 1 "Bas" "Ankrd11"
"Atp6v1b2.4" 0.00200665257681179 -1.54156070044297 0.297 0.515 1 "Bas" "Atp6v1b2"
"Dock6" 0.00201041573029621 1.58394118086048 0.189 0.062 1 "Bas" "Dock6"
"Irf2" 0.00202006615700368 -0.894389469646099 0.622 0.73 1 "Bas" "Irf2"
"Adam19.4" 0.00202586717168205 -2.71873541712347 0.054 0.288 1 "Bas" "Adam19"
"Tha1.1" 0.00202778621844839 1.97312477175978 0.135 0.038 1 "Bas" "Tha1"
"Nudt4.2" 0.00202828229298415 1.41373574014687 0.243 0.094 1 "Bas" "Nudt4"
"Tbc1d14.2" 0.00202976573906803 -1.91445210894704 0.216 0.432 1 "Bas" "Tbc1d14"
"Rnf144a.2" 0.0020314298889172 1.27562655176313 0.162 0.049 1 "Bas" "Rnf144a"
"4930545L23Rik.2" 0.0020346131832812 1.43445744436597 0.108 0.025 1 "Bas" "4930545L23Rik"
"Il6ra.3" 0.00205114359708177 -1.22821454485607 0.27 0.533 1 "Bas" "Il6ra"
"Mad2l2.2" 0.00205651538274893 2.42228482381036 0.081 0.016 1 "Bas" "Mad2l2"
"Smim7.2" 0.00205721307398692 2.1516715745978 0.162 0.05 1 "Bas" "Smim7"
"Gm10644" 0.00209026427110687 1.6769821659966 0.081 0.016 1 "Bas" "Gm10644"
"Rps23.2" 0.00209850479403841 0.878741008686475 0.459 0.236 1 "Bas" "Rps23"
"Aldh1l2.1" 0.00210059361933345 1.56707455594371 0.081 0.016 1 "Bas" "Aldh1l2"
"Dynlt1f.1" 0.00210586318639943 2.26671704950599 0.108 0.026 1 "Bas" "Dynlt1f"
"Cdc14a.2" 0.00211379484558559 1.2103419410721 0.486 0.286 1 "Bas" "Cdc14a"
"Gm19522.2" 0.00212035438318192 0.936906337685823 0.324 0.134 1 "Bas" "Gm19522"
"Plbd1.4" 0.00212096375755618 -3.4682159733438 0.027 0.247 1 "Bas" "Plbd1"
"Cln3.2" 0.00212123809671389 -2.49646312789348 0.081 0.308 1 "Bas" "Cln3"
"Mast1" 0.00212411713559123 1.8693094335608 0.108 0.026 1 "Bas" "Mast1"
"Itgb3bp.3" 0.00212765151181094 1.24456463384451 0.243 0.092 1 "Bas" "Itgb3bp"
"Slc35d1.1" 0.00213487766876438 1.56402906499606 0.243 0.095 1 "Bas" "Slc35d1"
"Zfp68" 0.00214412769230013 1.04912966885439 0.216 0.076 1 "Bas" "Zfp68"
"Cdc42ep1.2" 0.00215236608328256 2.18138802681371 0.108 0.026 1 "Bas" "Cdc42ep1"
"Inhbb" 0.0021700431464775 2.31717575131486 0.081 0.016 1 "Bas" "Inhbb"
"Bckdha" 0.00217111916309189 1.23917783702515 0.27 0.107 1 "Bas" "Bckdha"
"Cfap410" 0.00219129163520893 2.10960906364984 0.081 0.016 1 "Bas" "Cfap410"
"Capzb.3" 0.00219354203214692 -1.22116285569105 0.351 0.553 1 "Bas" "Capzb"
"Malat1.2" 0.00221091635089209 0.223602384166828 1 1 1 "Bas" "Malat1"
"2610028H24Rik" 0.00221558564588527 3.47055726597004 0.054 0.008 1 "Bas" "2610028H24Rik"
"Cmtm4.2" 0.00221810937808418 1.37148183788387 0.243 0.093 1 "Bas" "Cmtm4"
"Zmym4.1" 0.00222163443226869 0.519574003913588 0.757 0.465 1 "Bas" "Zmym4"
"Exoc6b.4" 0.00222369028150944 0.506038869273581 0.865 0.656 1 "Bas" "Exoc6b"
"Rnf150.3" 0.00222371891486429 -2.13059420316708 0.216 0.442 1 "Bas" "Rnf150"
"Slc30a4.2" 0.00222410124827869 1.7126372346134 0.135 0.037 1 "Bas" "Slc30a4"
"Gls.2" 0.00222449486344556 -1.22513102038027 0.378 0.572 1 "Bas" "Gls"
"Fat4" 0.00223068843117704 3.95826273215596 0.054 0.008 1 "Bas" "Fat4"
"Dguok" 0.00224442394127543 0.811930718687427 0.378 0.172 1 "Bas" "Dguok"
"Lrrc4.2" 0.00224646305653451 -1.34032957156809 0.351 0.572 1 "Bas" "Lrrc4"
"Kif5a.1" 0.00225071210041731 1.92583289666744 0.081 0.016 1 "Bas" "Kif5a"
"Cmtm7.2" 0.0022529199679526 -2.57253680226058 0.081 0.307 1 "Bas" "Cmtm7"
"Gab1.3" 0.00227351955546185 1.25842199569602 0.486 0.266 1 "Bas" "Gab1"
"Trafd1.2" 0.0022761424606104 -2.6718323502169 0.108 0.321 1 "Bas" "Trafd1"
"A430090L17Rik.2" 0.00228003153530171 0.952277060298413 0.162 0.048 1 "Bas" "A430090L17Rik"
"Spsb1.3" 0.00229066245034661 -3.72574557948498 0.027 0.24 1 "Bas" "Spsb1"
"Fxyd5" 0.00229179901429046 -2.38894050643894 0.081 0.31 1 "Bas" "Fxyd5"
"Usp46.2" 0.00229225128527328 1.99490912496685 0.297 0.138 1 "Bas" "Usp46"
"Tusc3.3" 0.00230354876446069 1.20444996879785 0.432 0.224 1 "Bas" "Tusc3"
"Htr2c.4" 0.00230968339634651 -7.88048065150257 0 0.204 1 "Bas" "Htr2c"
"Gm6277" 0.00231544048124314 2.37373011746097 0.081 0.016 1 "Bas" "Gm6277"
"Gpr141.3" 0.00231921294279466 -4.166329443987 0.027 0.24 1 "Bas" "Gpr141"
"Svil.3" 0.00232174580670629 0.721756784578236 0.892 0.701 1 "Bas" "Svil"
"C730002L08Rik.2" 0.00232330405209114 2.91605185774908 0.054 0.008 1 "Bas" "C730002L08Rik"
"Frmd4a.3" 0.00232638275718828 -1.49386861646662 0.297 0.534 1 "Bas" "Frmd4a"
"Trerf1.2" 0.00233363816391022 -1.36282025636808 0.541 0.685 1 "Bas" "Trerf1"
"Ntpcr.4" 0.0023357875950347 -3.71205541457437 0.027 0.239 1 "Bas" "Ntpcr"
"D1Ertd622e.2" 0.0023434001689041 -3.01931267139989 0.054 0.273 1 "Bas" "D1Ertd622e"
"Mast3.3" 0.0023435096426635 -4.03094844051007 0.027 0.236 1 "Bas" "Mast3"
"Cdc26.1" 0.0023479828365833 1.05994287986399 0.378 0.178 1 "Bas" "Cdc26"
"Ppp1r21.2" 0.00235435398329255 -1.64725091300083 0.243 0.448 1 "Bas" "Ppp1r21"
"Gm19409.2" 0.00238884337874084 2.30901430871474 0.081 0.016 1 "Bas" "Gm19409"
"Fam49a.3" 0.00239359798187032 -2.36251772911049 0.108 0.345 1 "Bas" "Fam49a"
"Shisa4" 0.00239506235113616 2.80996953274402 0.054 0.008 1 "Bas" "Shisa4"
"Mrps28.2" 0.00239588963004183 0.773540899812484 0.514 0.279 1 "Bas" "Mrps28"
"Cemip2.1" 0.00240260207538118 1.52025240992981 0.297 0.137 1 "Bas" "Cemip2"
"Twf2.2" 0.00240630912424979 -3.10827053519809 0.027 0.243 1 "Bas" "Twf2"
"C130050O18Rik.3" 0.00241122874929068 -4.65000379693778 0 0.202 1 "Bas" "C130050O18Rik"
"Cmklr1.4" 0.00242420584291759 -2.89978549257253 0.054 0.275 1 "Bas" "Cmklr1"
"Hs3st3b1.1" 0.00244177078561858 1.12097419422887 0.162 0.049 1 "Bas" "Hs3st3b1"
"Fmnl2.4" 0.00244714252498309 -1.84008804692527 0.27 0.497 1 "Bas" "Fmnl2"
"R3hdm4" 0.00246281113069193 1.51690335288137 0.216 0.08 1 "Bas" "R3hdm4"
"Kiz.2" 0.00247286141016027 1.04103288338693 0.351 0.168 1 "Bas" "Kiz"
"Gm46411.4" 0.00247417509273218 -4.58888606948056 0 0.202 1 "Bas" "Gm46411"
"Ncf4.3" 0.00247417513041201 -4.50638922796882 0 0.202 1 "Bas" "Ncf4"
"Gas2l3.3" 0.00247558683122355 -3.58151598256608 0.027 0.237 1 "Bas" "Gas2l3"
"Rcsd1.2" 0.00248648203828834 -2.82625907754937 0.054 0.276 1 "Bas" "Rcsd1"
"Bcar3.4" 0.00248899029425287 -1.41224845523134 0.27 0.514 1 "Bas" "Bcar3"
"Pbx4" 0.00249389664679371 1.95184550080782 0.054 0.008 1 "Bas" "Pbx4"
"Clec12a.2" 0.00249550165743521 -4.63999139493032 0 0.201 1 "Bas" "Clec12a"
"Dancr.2" 0.0025006787896674 1.52925254501369 0.135 0.037 1 "Bas" "Dancr"
"Prdm11.2" 0.0025008282814557 1.78151518708247 0.216 0.082 1 "Bas" "Prdm11"
"Orai1.1" 0.00250296056351975 -3.96781126803727 0.027 0.235 1 "Bas" "Orai1"
"Camkk2.3" 0.00251823159665734 -2.66797780653024 0.135 0.344 1 "Bas" "Camkk2"
"Hspbp1" 0.00253030459777588 1.84974475569992 0.162 0.052 1 "Bas" "Hspbp1"
"Igip" 0.00254865654174867 1.50815767848071 0.162 0.05 1 "Bas" "Igip"
"Lrmp.2" 0.00254971983435767 -2.9130065008333 0.027 0.244 1 "Bas" "Lrmp"
"Sh3glb2" 0.00255604808991624 1.69596046076802 0.162 0.051 1 "Bas" "Sh3glb2"
"Tspan11" 0.00255874302166503 1.53417019195763 0.108 0.026 1 "Bas" "Tspan11"
"Krt8.2" 0.00257332008799991 1.54852384196205 0.108 0.026 1 "Bas" "Krt8"
"Flot2.2" 0.00257414213714368 1.71656405364916 0.351 0.179 1 "Bas" "Flot2"
"Tmem104.4" 0.00258802729075206 -2.64321235659607 0.081 0.298 1 "Bas" "Tmem104"
"Zfp775" 0.00258863903781666 2.68057646307859 0.108 0.027 1 "Bas" "Zfp775"
"Klf6.1" 0.0026039643179829 -2.79657768727217 0.054 0.273 1 "Bas" "Klf6"
"Ccdc162.2" 0.00260435795862877 1.84194128482393 0.135 0.038 1 "Bas" "Ccdc162"
"Fcrls.4" 0.0026047779025991 -5.07770357181369 0 0.2 1 "Bas" "Fcrls"
"Fmn1.3" 0.00260974598061561 -0.927701651420379 0.432 0.649 1 "Bas" "Fmn1"
"Fgd4.3" 0.00262512580122883 -1.2062328540481 0.432 0.601 1 "Bas" "Fgd4"
"Pfkfb1.1" 0.00262724261984426 1.88490859753125 0.108 0.027 1 "Bas" "Pfkfb1"
"Col4a4" 0.00264261077684329 1.11366591706549 0.189 0.063 1 "Bas" "Col4a4"
"Lst1.3" 0.00264974774548634 -4.83994127406566 0 0.199 1 "Bas" "Lst1"
"Ikzf2.2" 0.00266809433398516 0.847251165511025 0.351 0.163 1 "Bas" "Ikzf2"
"Tcaim.2" 0.0026861683162995 2.00000355566108 0.243 0.096 1 "Bas" "Tcaim"
"Eef2k.2" 0.00268987920668314 1.55446371137074 0.27 0.114 1 "Bas" "Eef2k"
"Nhsl2.2" 0.00269951024652689 1.3950331852691 0.189 0.065 1 "Bas" "Nhsl2"
"Lncpint.3" 0.00272184635811946 0.435387810970579 0.919 0.666 1 "Bas" "Lncpint"
"Lrp12.4" 0.00272518814595725 -1.95645893283414 0.297 0.487 1 "Bas" "Lrp12"
"B4galt6.2" 0.0027300151384089 -2.67252653029663 0.054 0.276 1 "Bas" "B4galt6"
"Zgpat" 0.00273744680272192 1.16094756923046 0.216 0.078 1 "Bas" "Zgpat"
"Map4k5" 0.00275472744802178 0.707145425130536 0.459 0.229 1 "Bas" "Map4k5"
"Akap10.2" 0.00275912124655868 -0.938641172745035 0.541 0.672 1 "Bas" "Akap10"
"Afap1.4" 0.00275998821603589 0.865647626095929 0.378 0.175 1 "Bas" "Afap1"
"Ms4a8a.4" 0.00276541935843115 -5.59557222023942 0 0.198 1 "Bas" "Ms4a8a"
"Slfn5.1" 0.00276541936984699 -4.99566224888467 0 0.198 1 "Bas" "Slfn5"
"Kif26b.2" 0.00277394027056684 1.69055082042534 0.135 0.038 1 "Bas" "Kif26b"
"Hdlbp" 0.00277888656349868 0.836632109694422 0.649 0.386 1 "Bas" "Hdlbp"
"Pde4b.3" 0.00278886343452591 -3.37342064589155 0.027 0.239 1 "Bas" "Pde4b"
"Tmem79" 0.00279118895691578 3.0596900715327 0.054 0.008 1 "Bas" "Tmem79"
"Hsf4" 0.00280035183961273 3.18306480888693 0.054 0.008 1 "Bas" "Hsf4"
"Cc2d2a" 0.0028017313245927 1.84428030497357 0.162 0.052 1 "Bas" "Cc2d2a"
"Acta2.2" 0.00283251903969699 1.81090582054109 0.189 0.068 1 "Bas" "Acta2"
"Cnr2.2" 0.00283710670638064 -4.6211879768633 0 0.197 1 "Bas" "Cnr2"
"Kcnip2" 0.00284657965838242 2.89302845985688 0.054 0.008 1 "Bas" "Kcnip2"
"Capsl" 0.00285578731975839 2.58904349885182 0.081 0.017 1 "Bas" "Capsl"
"Zfp385a.2" 0.00286548401803375 -3.52102634468903 0.027 0.232 1 "Bas" "Zfp385a"
"Sardhos" 0.00286682385418481 4.8620359535385 0.027 0.002 1 "Bas" "Sardhos"
"Otud7a" 0.00286682385418481 4.31249802094419 0.027 0.002 1 "Bas" "Otud7a"
"9430065F17Rik" 0.00286682385418481 5.22738882479619 0.027 0.002 1 "Bas" "9430065F17Rik"
"Efcab1" 0.00286682385418481 4.83154103431174 0.027 0.002 1 "Bas" "Efcab1"
"Rab30.2" 0.00287049235129 0.548162841671953 0.108 0.026 1 "Bas" "Rab30"
"Pik3cg.2" 0.00287386577284139 -2.86812893839006 0.027 0.24 1 "Bas" "Pik3cg"
"Syt8" 0.00287464971911549 2.75794704144522 0.054 0.008 1 "Bas" "Syt8"
"Gm12976" 0.00288421763694192 4.37525010184373 0.027 0.002 1 "Bas" "Gm12976"
"Catsper4" 0.00288421763694192 4.50323036662993 0.027 0.002 1 "Bas" "Catsper4"
"Ppp1r36" 0.00288421763694192 4.4446441102301 0.027 0.002 1 "Bas" "Ppp1r36"
"Itpripl2.4" 0.00288587471894191 -4.58827757005063 0 0.196 1 "Bas" "Itpripl2"
"Plcb2.2" 0.00288587473082715 -4.45573945742548 0 0.196 1 "Bas" "Plcb2"
"AV039307" 0.00289350322907538 2.86946378808428 0.054 0.008 1 "Bas" "AV039307"
"Crmp1" 0.00290170770299402 4.12913866084464 0.027 0.002 1 "Bas" "Crmp1"
"Tdrp" 0.00290170770299402 4.36878590694958 0.027 0.002 1 "Bas" "Tdrp"
"Zfp184" 0.00290170770299402 4.17162990044139 0.027 0.002 1 "Bas" "Zfp184"
"Gm42839" 0.00290170770299402 4.65868393325795 0.027 0.002 1 "Bas" "Gm42839"
"Ppt1.2" 0.00290592423249202 -1.74504090197229 0.135 0.376 1 "Bas" "Ppt1"
"Scamp2.3" 0.00290682888301598 -1.97195527783245 0.081 0.307 1 "Bas" "Scamp2"
"Cytip.4" 0.0029117340985033 -3.78681231279279 0.027 0.235 1 "Bas" "Cytip"
"Cpne8.4" 0.00291327185578305 0.462768221587811 0.432 0.206 1 "Bas" "Cpne8"
"Slc25a47" 0.00291368345477512 2.89792904892832 0.108 0.028 1 "Bas" "Slc25a47"
"Gm17114" 0.00291929452496074 4.26361107640172 0.027 0.002 1 "Bas" "Gm17114"
"Klk8" 0.00291929452496074 4.41352226099323 0.027 0.002 1 "Bas" "Klk8"
"Gm49179" 0.00291929452496074 4.17439620353313 0.027 0.002 1 "Bas" "Gm49179"
"Slc4a5" 0.00293154925809483 2.92329250106872 0.054 0.008 1 "Bas" "Slc4a5"
"Styk1" 0.00293697857741034 4.09624576450762 0.027 0.002 1 "Bas" "Styk1"
"Fst" 0.00293697857741034 3.77019437942227 0.027 0.002 1 "Bas" "Fst"
"Sorcs3" 0.00293697857741034 3.79899627179748 0.027 0.002 1 "Bas" "Sorcs3"
"Fbxo44" 0.00294113182931189 2.93004855415964 0.054 0.008 1 "Bas" "Fbxo44"
"Traf5.2" 0.00294536060696902 -2.82810655126606 0.054 0.267 1 "Bas" "Traf5"
"1200007C13Rik" 0.00295476033686555 3.45153340247416 0.027 0.002 1 "Bas" "1200007C13Rik"
"Wdr95" 0.00295476033686555 3.57143523583985 0.027 0.002 1 "Bas" "Wdr95"
"Klrb1c" 0.00295476033686555 3.62997012987906 0.027 0.002 1 "Bas" "Klrb1c"
"Sspnos" 0.00295476033686555 3.83323237299689 0.027 0.002 1 "Bas" "Sspnos"
"Rassf10" 0.00295476033686555 3.51808541653432 0.027 0.002 1 "Bas" "Rassf10"
"Dcdc2a" 0.00295476033686555 3.48974218618245 0.027 0.002 1 "Bas" "Dcdc2a"
"Efcab6" 0.00295476033686555 3.58261559025822 0.027 0.002 1 "Bas" "Efcab6"
"Gm49579" 0.00295476033686555 3.91328296698063 0.027 0.002 1 "Bas" "Gm49579"
"AC142100.1" 0.00295476033686555 3.81861173769458 0.027 0.002 1 "Bas" "AC142100.1"
"Mcl1" 0.00296076615753313 -1.50068330082881 0.189 0.427 1 "Bas" "Mcl1"
"Vps41.2" 0.0029629144852425 -1.46463816491805 0.243 0.471 1 "Bas" "Vps41"
"Trpm4" 0.00296764400226825 1.60065636110864 0.216 0.085 1 "Bas" "Trpm4"
"Lamb1.2" 0.00296886451549325 1.967927212853 0.135 0.039 1 "Bas" "Lamb1"
"Tub" 0.00297264028180947 3.29249899561884 0.027 0.002 1 "Bas" "Tub"
"Ttll8" 0.00297264028180947 3.29885797017783 0.027 0.002 1 "Bas" "Ttll8"
"Zfp474" 0.00297264028180947 3.45194022181619 0.027 0.002 1 "Bas" "Zfp474"
"Mia2.3" 0.00297852868105757 -1.43811520389294 0.324 0.509 1 "Bas" "Mia2"
"Fam161b" 0.00298947484050176 2.71194930574241 0.054 0.008 1 "Bas" "Fam161b"
"Gm45359" 0.00299061889269143 3.5714167086713 0.027 0.002 1 "Bas" "Gm45359"
"Gm45833" 0.00299061889269143 3.50858727428794 0.027 0.002 1 "Bas" "Gm45833"
"Gm30122" 0.00299061889269143 3.26382826279392 0.027 0.002 1 "Bas" "Gm30122"
"Smtnl2" 0.00299061889269143 2.93720130008946 0.027 0.002 1 "Bas" "Smtnl2"
"Spink5" 0.00299061889269143 3.18025549539528 0.027 0.002 1 "Bas" "Spink5"
"Gm14582" 0.00299061889269143 2.5452718914067 0.027 0.002 1 "Bas" "Gm14582"
"Gm6133" 0.00299061889269143 3.41221351069035 0.027 0.002 1 "Bas" "Gm6133"
"Dnajb14.1" 0.0029930339726907 -1.39516523392602 0.216 0.46 1 "Bas" "Dnajb14"
"Sigirr.2" 0.00299923000497508 2.38013101033847 0.054 0.008 1 "Bas" "Sigirr"
"Fjx1" 0.00300869665193292 3.10079732351186 0.027 0.002 1 "Bas" "Fjx1"
"AI838599" 0.00300869665193292 2.82531769324935 0.027 0.002 1 "Bas" "AI838599"
"Ldb3" 0.00300869665193292 3.05104101216439 0.027 0.002 1 "Bas" "Ldb3"
"Gm16537" 0.00300869665193292 3.01362568224693 0.027 0.002 1 "Bas" "Gm16537"
"Bmerb1" 0.00300869665193292 3.38584907615828 0.027 0.002 1 "Bas" "Bmerb1"
"Cbs" 0.00300869665193292 2.74479197620502 0.027 0.002 1 "Bas" "Cbs"
"Urgcp.1" 0.00301354012114512 0.937889468988029 0.514 0.294 1 "Bas" "Urgcp"
"Cacfd1" 0.00301555893885241 1.5200399993604 0.135 0.038 1 "Bas" "Cacfd1"
"Gtf3c2" 0.00302449787416587 0.887477641576837 0.541 0.298 1 "Bas" "Gtf3c2"
"Slc16a6.4" 0.00302525846144807 -2.25794087137843 0.108 0.327 1 "Bas" "Slc16a6"
"Trim46.2" 0.00302645398579313 1.67575041566632 0.135 0.039 1 "Bas" "Trim46"
"F7.4" 0.00303699996633758 -5.11608713330727 0 0.195 1 "Bas" "F7"
"Dnah5" 0.00304348854632436 2.42578491294218 0.054 0.008 1 "Bas" "Dnah5"
"Glcci1.2" 0.00304879126486226 1.01146855614064 0.378 0.18 1 "Bas" "Glcci1"
"Gm26632" 0.00305034071367885 1.74498752807723 0.162 0.053 1 "Bas" "Gm26632"
"Garnl3.2" 0.00305786751072876 1.64896030312915 0.189 0.066 1 "Bas" "Garnl3"
"Pard6b" 0.00305837334806737 2.4484706445273 0.054 0.008 1 "Bas" "Pard6b"
"Als2cl" 0.00307220783353539 1.69959744468825 0.162 0.052 1 "Bas" "Als2cl"
"R3hcc1" 0.00307460995902549 1.53470619807671 0.081 0.017 1 "Bas" "R3hcc1"
"Nxpe4.2" 0.00308528820868684 2.55857918581679 0.135 0.04 1 "Bas" "Nxpe4"
"Uqcrc1.2" 0.00308812952716064 1.19317240684481 0.297 0.135 1 "Bas" "Uqcrc1"
