"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Zfp362" 5.2480328670735e-05 0.525816298183447 0.129 0.086 1 "IM" "Zfp362"
"Mcf2l" 5.25155050916466e-05 0.826349128005512 0.061 0.031 1 "IM" "Mcf2l"
"Nlrx1" 5.2733273037272e-05 -0.88194541647984 0.061 0.097 1 "IM" "Nlrx1"
"Colgalt1" 5.3239487639872e-05 -0.551849993308883 0.276 0.323 1 "IM" "Colgalt1"
"Pepd" 5.33690034851685e-05 0.241109299996746 0.339 0.269 1 "IM" "Pepd"
"Hat1" 5.35166803987378e-05 0.237556183613129 0.262 0.199 1 "IM" "Hat1"
"Acvr2a" 5.37085726892949e-05 0.237520387021711 0.318 0.25 1 "IM" "Acvr2a"
"Napsa" 5.39029869003844e-05 -1.05098635211628 0.078 0.116 1 "IM" "Napsa"
"Tcf20" 5.45585400937092e-05 -0.281512937556225 0.663 0.675 1 "IM" "Tcf20"
"Dnah6" 5.46033208671057e-05 -1.86642684670825 0.008 0.025 1 "IM" "Dnah6"
"Rarg" 5.46588958467226e-05 0.417083863387758 0.136 0.09 1 "IM" "Rarg"
"Polr2k" 5.47110040946732e-05 0.944476644075402 0.055 0.027 1 "IM" "Polr2k"
"Atg12" 5.50108553156388e-05 0.251397437005362 0.096 0.058 1 "IM" "Atg12"
"Rnf6" 5.51870074182488e-05 0.544030716935315 0.143 0.098 1 "IM" "Rnf6"
"Mcm4" 5.52608382372287e-05 0.679296285883595 0.067 0.036 1 "IM" "Mcm4"
"Lamtor1" 5.54136199076165e-05 0.282929177942671 0.181 0.129 1 "IM" "Lamtor1"
"Tmem267" 5.54198908613646e-05 0.522158449064549 0.039 0.016 1 "IM" "Tmem267"
"Rgp1" 5.55556017725061e-05 0.949128605399879 0.052 0.025 1 "IM" "Rgp1"
"C030005K06Rik" 5.56460318095562e-05 0.844603545210435 0.061 0.031 1 "IM" "C030005K06Rik"
"Traf5" 5.62240571975238e-05 0.254313169113113 0.291 0.227 1 "IM" "Traf5"
"Zfand6" 5.64853500046566e-05 -0.441447872615861 0.512 0.526 1 "IM" "Zfand6"
"Rock2" 5.68936281073128e-05 -0.279152888990857 0.708 0.694 1 "IM" "Rock2"
"9430015G10Rik" 5.69844176620305e-05 1.11023098403451 0.065 0.035 1 "IM" "9430015G10Rik"
"Gm26964" 5.72355574523646e-05 0.894357543512817 0.057 0.028 1 "IM" "Gm26964"
"Mfsd4a" 5.72755934262375e-05 0.533234860666763 0.159 0.111 1 "IM" "Mfsd4a"
"Numb" 5.72957528792748e-05 -0.259315364806606 0.633 0.645 1 "IM" "Numb"
"Cul4a" 5.73467848773524e-05 0.22231807895922 0.312 0.245 1 "IM" "Cul4a"
"S100pbp" 5.7498640203127e-05 0.404187843139012 0.195 0.142 1 "IM" "S100pbp"
"Gm30054" 5.8142361082951e-05 0.700645278436618 0.07 0.038 1 "IM" "Gm30054"
"Ccdc77" 5.82406984214236e-05 0.491886777229863 0.11 0.07 1 "IM" "Ccdc77"
"Stk11" 5.84282343724913e-05 0.107156567592591 0.211 0.154 1 "IM" "Stk11"
"Jmjd6" 5.90320719015735e-05 0.522820939446089 0.118 0.076 1 "IM" "Jmjd6"
"Nckipsd" 5.92818454604923e-05 0.590865973224224 0.109 0.07 1 "IM" "Nckipsd"
"Prune2" 5.93171023667739e-05 0.335014650369824 0.379 0.313 1 "IM" "Prune2"
"Prrc2a" 5.94407967146753e-05 0.230685871512751 0.214 0.156 1 "IM" "Prrc2a"
"Rb1" 5.95728642393034e-05 0.173647852731144 0.676 0.594 1 "IM" "Rb1"
"C2cd5" 5.96532751691667e-05 -0.429533871360657 0.332 0.378 1 "IM" "C2cd5"
"Metap2" 5.9840352949222e-05 0.219830885765854 0.303 0.236 1 "IM" "Metap2"
"S100a11" 6.00528094306606e-05 0.25937205754158 0.184 0.132 1 "IM" "S100a11"
"Dcun1d2" 6.00817902529918e-05 0.382487344195659 0.175 0.123 1 "IM" "Dcun1d2"
"Csnk2b" 6.08252559663184e-05 0.818588370639528 0.069 0.038 1 "IM" "Csnk2b"
"Zfp553" 6.09322843537399e-05 0.989970427955769 0.046 0.021 1 "IM" "Zfp553"
"Snx7" 6.10398504294564e-05 -0.66093230262075 0.166 0.214 1 "IM" "Snx7"
"Retreg3" 6.21837903719677e-05 0.222894333974604 0.211 0.154 1 "IM" "Retreg3"
"Spag7" 6.22840894395546e-05 0.366885198114455 0.092 0.055 1 "IM" "Spag7"
"Cbr1" 6.24648061074113e-05 1.37147156161045 0.035 0.014 1 "IM" "Cbr1"
"Rab40c" 6.26215026927767e-05 0.20148118483958 0.408 0.327 1 "IM" "Rab40c"
"Gm49417" 6.27277539781394e-05 0.455266102837329 0.141 0.096 1 "IM" "Gm49417"
"Igsf10" 6.29423742635915e-05 1.33282275204459 0.03 0.01 1 "IM" "Igsf10"
"Anapc5" 6.31806928634736e-05 0.277494270038565 0.262 0.2 1 "IM" "Anapc5"
"Grem1" 6.33238712881763e-05 1.93117087166285 0.031 0.011 1 "IM" "Grem1"
"Atp6ap2" 6.35729847979856e-05 0.345212920445471 0.276 0.219 1 "IM" "Atp6ap2"
"Ern1" 6.36710904597314e-05 0.141577770751196 0.441 0.359 1 "IM" "Ern1"
"Efna5" 6.39230085904981e-05 -1.14180599420584 0.033 0.061 1 "IM" "Efna5"
"Epb41" 6.39538656265159e-05 0.156133867991803 0.557 0.474 1 "IM" "Epb41"
"Rassf3" 6.41009850338505e-05 -0.365961776784551 0.493 0.53 1 "IM" "Rassf3"
"Atg4d" 6.44711625869252e-05 0.598550717927423 0.083 0.048 1 "IM" "Atg4d"
"Nucb1" 6.46759340115982e-05 0.555689899745702 0.113 0.072 1 "IM" "Nucb1"
"Npc1" 6.4905001163252e-05 0.247873712340717 0.395 0.32 1 "IM" "Npc1"
"Unc5a" 6.50891851816435e-05 -2.9499020860131 0.002 0.013 1 "IM" "Unc5a"
"Cdk2ap1" 6.52003060723082e-05 0.783309164034352 0.06 0.031 1 "IM" "Cdk2ap1"
"Tiparp" 6.54069844525531e-05 -0.555821237283174 0.2 0.25 1 "IM" "Tiparp"
"Gm5089" 6.56255182843974e-05 1.06655916060914 0.056 0.028 1 "IM" "Gm5089"
"Ubap1" 6.57720067789662e-05 -0.532199110564622 0.249 0.298 1 "IM" "Ubap1"
"Cdkn3" 6.58444952084857e-05 1.21380343145317 0.03 0.01 1 "IM" "Cdkn3"
"Glul" 6.60414903645609e-05 0.36790215426116 0.143 0.098 1 "IM" "Glul"
"Vipr1" 6.60856577313146e-05 0.952670395655348 0.062 0.032 1 "IM" "Vipr1"
"Mtmr3" 6.62343127846817e-05 -0.257172413804831 0.721 0.723 1 "IM" "Mtmr3"
"Mmgt2" 6.63008278408379e-05 0.686433742598697 0.085 0.05 1 "IM" "Mmgt2"
"Ppil6" 6.63374848389201e-05 -1.62893768242769 0.007 0.022 1 "IM" "Ppil6"
"Ctps2" 6.65810287724779e-05 0.229959090875876 0.33 0.261 1 "IM" "Ctps2"
"Olfr111" 6.67704407967127e-05 0.656252433870649 0.107 0.068 1 "IM" "Olfr111"
"Reps2" 6.68104665624916e-05 0.57477642813665 0.351 0.298 1 "IM" "Reps2"
"Gm13031" 6.68593000088964e-05 1.80263573613411 0.015 0.002 1 "IM" "Gm13031"
"Tdp2" 6.7086870592613e-05 0.539443817930753 0.102 0.063 1 "IM" "Tdp2"
"Tbc1d24" 6.70959378630006e-05 0.620999952659115 0.139 0.096 1 "IM" "Tbc1d24"
"Ercc1" 6.71311797206832e-05 1.04949896591211 0.035 0.014 1 "IM" "Ercc1"
"Dap" 6.71693979991128e-05 0.288225645471282 0.182 0.131 1 "IM" "Dap"
"H2afv" 6.77125874543669e-05 0.421196643807607 0.107 0.067 1 "IM" "H2afv"
"Prrc1" 6.79958238014838e-05 0.44680990383534 0.18 0.131 1 "IM" "Prrc1"
"C130060C02Rik" 6.81177149162127e-05 -1.34727663504073 0.012 0.031 1 "IM" "C130060C02Rik"
"Mief1" 6.81466803294972e-05 0.34314966829354 0.134 0.089 1 "IM" "Mief1"
"Filip1l" 6.83008233120037e-05 0.148402339388941 0.496 0.411 1 "IM" "Filip1l"
"Snrpa1" 6.83212545570354e-05 0.618847384395192 0.101 0.063 1 "IM" "Snrpa1"
"4930512B01Rik" 6.86308442807805e-05 0.70041671446808 0.082 0.048 1 "IM" "4930512B01Rik"
"Lbh" 6.8706477809586e-05 0.15268668912477 0.117 0.074 1 "IM" "Lbh"
"Rtraf" 6.88898139612854e-05 0.484042716775391 0.106 0.067 1 "IM" "Rtraf"
"Gm41335" 6.93896027459067e-05 -2.63603442191779 0.005 0.02 1 "IM" "Gm41335"
"Myo10" 6.95577261841787e-05 0.442001026096797 0.156 0.108 1 "IM" "Myo10"
"Ly9" 6.95615300047288e-05 0.346565760019419 0.136 0.091 1 "IM" "Ly9"
"Zfp992" 7.0390960692946e-05 -0.599847592589211 0.243 0.288 1 "IM" "Zfp992"
"Dsg2" 7.04802183646209e-05 -2.24859000027498 0.003 0.015 1 "IM" "Dsg2"
"Kif1bp" 7.1009747697384e-05 0.490538077155171 0.097 0.059 1 "IM" "Kif1bp"
"Lox" 7.14295445302397e-05 1.23481214408485 0.045 0.02 1 "IM" "Lox"
"Il1rl1" 7.1705270757658e-05 0.324929063252226 0.094 0.056 1 "IM" "Il1rl1"
"Ccdc167" 7.1974924243533e-05 0.53754036799766 0.113 0.073 1 "IM" "Ccdc167"
"Arl6ip1" 7.19901970533318e-05 0.169339817006535 0.192 0.137 1 "IM" "Arl6ip1"
"Gm8066" 7.25592409518302e-05 1.48665807202102 0.032 0.012 1 "IM" "Gm8066"
"Tomm6" 7.26042199452884e-05 0.44964406504572 0.067 0.036 1 "IM" "Tomm6"
"Snrpc" 7.26309305863064e-05 0.537062459135992 0.083 0.048 1 "IM" "Snrpc"
"Fbrs" 7.26652166975961e-05 0.323246108986577 0.208 0.154 1 "IM" "Fbrs"
"Mrpl15" 7.27502517101837e-05 0.62144491047187 0.102 0.064 1 "IM" "Mrpl15"
"Gm4673" 7.29564824333054e-05 0.767141168537159 0.083 0.049 1 "IM" "Gm4673"
"Ikzf3" 7.33173344076544e-05 -1.59396224215729 0.01 0.027 1 "IM" "Ikzf3"
"Lsm8" 7.33971606257279e-05 0.877033609890666 0.067 0.037 1 "IM" "Lsm8"
"Smarcc2" 7.35080238269078e-05 0.245180097825793 0.444 0.367 1 "IM" "Smarcc2"
"Cyp4v3" 7.36584779994887e-05 -0.682227133574091 0.121 0.165 1 "IM" "Cyp4v3"
"Smarca5" 7.37054747237555e-05 0.165874681043673 0.325 0.255 1 "IM" "Smarca5"
"0610030E20Rik" 7.37313668718995e-05 0.378858925554732 0.175 0.124 1 "IM" "0610030E20Rik"
"Gm17058" 7.38406691968779e-05 0.651555975727732 0.109 0.07 1 "IM" "Gm17058"
"Dnajb14" 7.40127005108921e-05 0.17239624774638 0.491 0.411 1 "IM" "Dnajb14"
"Prpsap1" 7.45303339131593e-05 0.514045871047461 0.119 0.078 1 "IM" "Prpsap1"
"4831440D22Rik" 7.4533353524264e-05 1.07981669787408 0.067 0.037 1 "IM" "4831440D22Rik"
"Nr2c1" 7.46049625257098e-05 0.341937849301383 0.182 0.133 1 "IM" "Nr2c1"
"Abca2" 7.46801312378348e-05 -1.31083463533449 0.037 0.066 1 "IM" "Abca2"
"Rpl22l1" 7.49558222735099e-05 0.341956949882797 0.105 0.066 1 "IM" "Rpl22l1"
"Angptl7" 7.50804732587123e-05 1.42719575914997 0.033 0.012 1 "IM" "Angptl7"
"Tubb2b" 7.50962983451348e-05 1.84520566803942 0.019 0.004 1 "IM" "Tubb2b"
"Sugp2" 7.51294769791877e-05 0.3092499847887 0.179 0.129 1 "IM" "Sugp2"
"1700123M08Rik" 7.60459123991613e-05 0.699269894342301 0.067 0.037 1 "IM" "1700123M08Rik"
"Ankrd61" 7.64776466778766e-05 0.791028435279239 0.051 0.024 1 "IM" "Ankrd61"
"Abi3bp" 7.64933716582257e-05 -3.14302487850375 0.029 0.055 1 "IM" "Abi3bp"
"Gm16759" 7.67239849188095e-05 0.730583109837612 0.104 0.066 1 "IM" "Gm16759"
"Tspan2" 7.71783274764475e-05 -1.53423679973147 0.029 0.054 1 "IM" "Tspan2"
"Cxcl17" 7.7261254351242e-05 1.25608399216712 0.032 0.012 1 "IM" "Cxcl17"
"Txndc9" 7.7352303892341e-05 0.299661690654531 0.172 0.122 1 "IM" "Txndc9"
"Acin1" 7.76101151014099e-05 0.17371960033513 0.598 0.514 1 "IM" "Acin1"
"Klf9" 7.76992992829101e-05 -0.929494668894227 0.055 0.088 1 "IM" "Klf9"
"Elp2" 7.79049578931303e-05 0.531495911179911 0.143 0.099 1 "IM" "Elp2"
"Arrdc4" 7.80000153861318e-05 -0.805395207147979 0.071 0.108 1 "IM" "Arrdc4"
"Rxra" 7.83395308122533e-05 -0.643588935948937 0.109 0.154 1 "IM" "Rxra"
"Nkapd1" 7.87170819965173e-05 0.447727779708744 0.105 0.066 1 "IM" "Nkapd1"
"Rev3l" 7.87203427632342e-05 0.16355316626172 0.407 0.327 1 "IM" "Rev3l"
"Ap2a2" 7.93627284079773e-05 0.173943446786624 0.452 0.372 1 "IM" "Ap2a2"
"Srsf3" 7.93639739235861e-05 0.153445280760768 0.418 0.34 1 "IM" "Srsf3"
"Kctd17" 7.96650874251094e-05 1.04451015633327 0.042 0.018 1 "IM" "Kctd17"
"Pex6" 7.96797774875616e-05 0.576096392055012 0.102 0.064 1 "IM" "Pex6"
"Zfp444" 7.99415001244809e-05 0.684355973832612 0.102 0.064 1 "IM" "Zfp444"
"Def6" 8.01720212803185e-05 -0.757068074667788 0.161 0.205 1 "IM" "Def6"
"Bcas2" 8.03906932364949e-05 0.417342979007593 0.14 0.095 1 "IM" "Bcas2"
"Gm20465" 8.05380678196981e-05 -4.30035671193986 0.001 0.012 1 "IM" "Gm20465"
"Exoc3" 8.0745202574617e-05 0.239214980985262 0.284 0.222 1 "IM" "Exoc3"
"Ephb2" 8.08661257571415e-05 -2.42094550449806 0.011 0.028 1 "IM" "Ephb2"
"Gm16553" 8.1317260387139e-05 -3.26617492168183 0.001 0.012 1 "IM" "Gm16553"
"Aldh1a1" 8.13986497231396e-05 -1.45923602692331 0.028 0.053 1 "IM" "Aldh1a1"
"Arhgap27os2" 8.16309389025357e-05 0.705374303464027 0.045 0.02 1 "IM" "Arhgap27os2"
"Ndufa13" 8.17028470903918e-05 0.531341188980702 0.104 0.066 1 "IM" "Ndufa13"
"Medag" 8.19145552556546e-05 1.1250901089304 0.033 0.012 1 "IM" "Medag"
"Itgb1bp1" 8.22285447140833e-05 0.4708500233318 0.076 0.043 1 "IM" "Itgb1bp1"
"Tbccd1" 8.25922882358435e-05 0.505606784966961 0.131 0.089 1 "IM" "Tbccd1"
"Rsl1d1" 8.26073078036086e-05 0.4521731774541 0.157 0.11 1 "IM" "Rsl1d1"
"Mok" 8.28929407271649e-05 1.38819094051008 0.034 0.013 1 "IM" "Mok"
"Aarsd1" 8.29395097743098e-05 0.51265931220541 0.097 0.06 1 "IM" "Aarsd1"
"Aff2" 8.30740057710719e-05 -1.59674845146184 0.008 0.024 1 "IM" "Aff2"
"Zfyve9" 8.3341577102676e-05 -0.555929913903932 0.226 0.16 1 "IM" "Zfyve9"
"Rccd1" 8.35714955188648e-05 0.678371512551002 0.079 0.046 1 "IM" "Rccd1"
"Csprs" 8.36648999937193e-05 -2.05267477242149 0.004 0.018 1 "IM" "Csprs"
"Ttpal" 8.40466370620911e-05 0.627189269672203 0.075 0.043 1 "IM" "Ttpal"
"Rnf180" 8.40674966018091e-05 -0.390773669974208 0.708 0.681 1 "IM" "Rnf180"
"Gm4128" 8.41399308372088e-05 -1.99931795600589 0.004 0.018 1 "IM" "Gm4128"
"Ndufv1" 8.49786786310185e-05 0.824913709640644 0.068 0.037 1 "IM" "Ndufv1"
"Snx27" 8.50210014794271e-05 -0.391298526514908 0.398 0.443 1 "IM" "Snx27"
"B4galt5" 8.51320277738493e-05 -0.290979811345687 0.522 0.547 1 "IM" "B4galt5"
"Psma8" 8.58522488481132e-05 0.636790339541537 0.06 0.031 1 "IM" "Psma8"
"Nol11" 8.60155112846987e-05 0.34154714023664 0.156 0.108 1 "IM" "Nol11"
"Gpr146" 8.61717259800644e-05 0.323148641295436 0.18 0.128 1 "IM" "Gpr146"
"4932443L11Rik" 8.61926778253705e-05 1.06398463565377 0.06 0.032 1 "IM" "4932443L11Rik"
"Iars2" 8.63408011934752e-05 0.325065977438044 0.23 0.175 1 "IM" "Iars2"
"Col16a1" 8.63935178184077e-05 1.33838468098445 0.037 0.015 1 "IM" "Col16a1"
"Zdhhc20" 8.65313532910024e-05 0.179382957231652 0.489 0.409 1 "IM" "Zdhhc20"
"Bcl2l11" 8.77024960341805e-05 0.300875640951739 0.29 0.229 1 "IM" "Bcl2l11"
"Uqcrc1" 8.84855643963471e-05 0.457935587536192 0.156 0.11 1 "IM" "Uqcrc1"
"Prrx2" 8.87358890206836e-05 1.66196722858207 0.023 0.006 1 "IM" "Prrx2"
"Setbp1" 8.8741150067733e-05 -1.18471681053952 0.078 0.114 1 "IM" "Setbp1"
"Cuta" 8.87885593372863e-05 0.763639228438792 0.069 0.038 1 "IM" "Cuta"
"Slc27a1" 8.94831701036211e-05 0.25062672000172 0.171 0.12 1 "IM" "Slc27a1"
"Gm41361" 8.96598221251336e-05 1.58870954937586 0.026 0.008 1 "IM" "Gm41361"
"Tlr4" 8.97469350123356e-05 -0.592392116669463 0.276 0.321 1 "IM" "Tlr4"
"Gm48708" 8.99597221300262e-05 0.431440645371007 0.124 0.082 1 "IM" "Gm48708"
"Hspg2" 9.00342459076514e-05 0.942103270308257 0.065 0.035 1 "IM" "Hspg2"
"Uba5" 9.09603678332471e-05 0.396762035373206 0.164 0.116 1 "IM" "Uba5"
"Gm19522" 9.10376427548641e-05 0.483076133929509 0.155 0.11 1 "IM" "Gm19522"
"Faim" 9.17510801422841e-05 0.436474842607546 0.1 0.062 1 "IM" "Faim"
"E2f6" 9.19020083486894e-05 0.794480789850666 0.055 0.028 1 "IM" "E2f6"
"Psenen" 9.22170988918545e-05 0.816242239599565 0.077 0.045 1 "IM" "Psenen"
"Xpnpep3" 9.22896100503795e-05 0.347876568326959 0.203 0.152 1 "IM" "Xpnpep3"
"Fzd7" 9.2656266590974e-05 1.15078312796453 0.047 0.022 1 "IM" "Fzd7"
"Ap2b1" 9.26753745628617e-05 0.180145806857278 0.549 0.468 1 "IM" "Ap2b1"
"Trim56" 9.27191583673344e-05 0.404257383896368 0.157 0.11 1 "IM" "Trim56"
"Gm26873" 9.33268817293744e-05 3.1456604690769 0.015 0.002 1 "IM" "Gm26873"
"Prrc2c" 9.35509650397738e-05 0.114069815425338 0.686 0.603 1 "IM" "Prrc2c"
"Arfgap1" 9.35807629198705e-05 0.269687563837911 0.164 0.116 1 "IM" "Arfgap1"
"5430427O19Rik" 9.37297311967135e-05 0.451909396888269 0.179 0.129 1 "IM" "5430427O19Rik"
"Ptpn7" 9.38099346734899e-05 0.3044514920465 0.159 0.11 1 "IM" "Ptpn7"
"Slc6a20a" 9.38769060350192e-05 -1.77977990602102 0.008 0.024 1 "IM" "Slc6a20a"
"Nap1l1" 9.39499880245378e-05 0.201714044446929 0.322 0.254 1 "IM" "Nap1l1"
"Strn4" 9.44639437745932e-05 0.282585069179329 0.214 0.158 1 "IM" "Strn4"
"Plk2" 9.45975322047411e-05 0.630769527692265 0.068 0.037 1 "IM" "Plk2"
"Eprs" 9.46055458916341e-05 0.116770863113449 0.287 0.221 1 "IM" "Eprs"
"Gm43221" 9.47418278733777e-05 0.744025713695032 0.061 0.032 1 "IM" "Gm43221"
"Phactr1" 9.49192588510036e-05 -1.20483294093987 0.06 0.095 1 "IM" "Phactr1"
"Ccn1" 9.50976749587811e-05 0.801055150935182 0.053 0.026 1 "IM" "Ccn1"
"Pop1" 9.51950261397777e-05 0.55864573511114 0.088 0.053 1 "IM" "Pop1"
"Fastk" 9.59583631512791e-05 0.592164563235364 0.096 0.06 1 "IM" "Fastk"
"Tfrc" 9.61983817201939e-05 -0.993927665489881 0.048 0.08 1 "IM" "Tfrc"
"A130077B15Rik" 9.66550900477204e-05 1.98780214327378 0.015 0.002 1 "IM" "A130077B15Rik"
"S100a1" 9.67760359801372e-05 -1.2253832028051 0.017 0.038 1 "IM" "S100a1"
"Pdcd11" 9.68377235332993e-05 0.297588965415117 0.18 0.129 1 "IM" "Pdcd11"
"E2f5" 9.6981317822888e-05 0.706728741307939 0.069 0.038 1 "IM" "E2f5"
"Ccdc122" 9.70544951364319e-05 -0.810192882557245 0.084 0.123 1 "IM" "Ccdc122"
"Hps5" 9.76834952309766e-05 0.187010629164875 0.228 0.168 1 "IM" "Hps5"
"Pxylp1" 9.77424504159453e-05 1.17158880639909 0.03 0.011 1 "IM" "Pxylp1"
"Alas2" 9.79613409875042e-05 0.885614921065732 0.055 0.028 1 "IM" "Alas2"
"Tada2a" 9.80954680219454e-05 0.385469760957772 0.157 0.11 1 "IM" "Tada2a"
"Tmem120b" 9.83301983471953e-05 -0.787444039655816 0.139 0.183 1 "IM" "Tmem120b"
"Creld2" 9.83920153212775e-05 0.715819253607529 0.052 0.026 1 "IM" "Creld2"
"Stxbp4" 9.8827094939962e-05 0.7061176316908 0.111 0.072 1 "IM" "Stxbp4"
"Vps29" 9.88394475429909e-05 0.491691085937956 0.151 0.107 1 "IM" "Vps29"
"Il1rn" 9.89078888329503e-05 -1.45445400225955 0.011 0.029 1 "IM" "Il1rn"
"Ppic" 9.98552837939468e-05 0.50064877379508 0.065 0.035 1 "IM" "Ppic"
"Fam78a" 9.99653219326451e-05 0.884622450467318 0.044 0.02 1 "IM" "Fam78a"
"Rabggtb" 9.99773016854356e-05 0.265424677790315 0.134 0.089 1 "IM" "Rabggtb"
"Dynlt1b" 0.000100448173661813 0.892110445712541 0.047 0.022 1 "IM" "Dynlt1b"
"Dcun1d5" 0.000100854678170189 0.233928862103062 0.251 0.192 1 "IM" "Dcun1d5"
"Ccdc93" 0.000101089333497149 0.299804121314153 0.263 0.205 1 "IM" "Ccdc93"
"Armcx3" 0.000101451741093232 0.625289347450153 0.072 0.041 1 "IM" "Armcx3"
"Eif2ak4" 0.000101472071063496 -0.448489389813506 0.319 0.363 1 "IM" "Eif2ak4"
"Gm17233" 0.00010196134596492 5.09388437126298 0.01 0 1 "IM" "Gm17233"
"Btbd3" 0.000102057869786419 0.642563174262614 0.066 0.036 1 "IM" "Btbd3"
"Gm49101" 0.000102135692082554 -2.46632774875213 0.005 0.018 1 "IM" "Gm49101"
"Kdm6b" 0.000102227174062279 -0.926945140220294 0.078 0.116 1 "IM" "Kdm6b"
"AU022793" 0.000102335114904124 -0.557689486683951 0.153 0.201 1 "IM" "AU022793"
"Prdm2" 0.000102365282096307 0.197743613304762 0.434 0.361 1 "IM" "Prdm2"
"Bsn" 0.000102402021512306 -1.45417334959793 0.022 0.045 1 "IM" "Bsn"
"Cr2" 0.000102588991234477 1.47814495232269 0.033 0.013 1 "IM" "Cr2"
"Zfp81" 0.000102642898713327 0.460484274216789 0.098 0.061 1 "IM" "Zfp81"
"Rasgef1a" 0.000102657419903978 -1.07076924457332 0.019 0.041 1 "IM" "Rasgef1a"
"Msto1" 0.000102664371533372 0.841489344182965 0.058 0.03 1 "IM" "Msto1"
"Hnrnpf" 0.00010355812857535 0.127912377871225 0.536 0.45 1 "IM" "Hnrnpf"
"Mad2l2" 0.000103643832806701 1.62546728418337 0.024 0.007 1 "IM" "Mad2l2"
"Txnl1" 0.000103917922386329 0.328264909793597 0.174 0.124 1 "IM" "Txnl1"
"Tbc1d22b" 0.000103947943115981 0.502368282813161 0.13 0.088 1 "IM" "Tbc1d22b"
"Gm17108" 0.000104028492619231 1.31719416366716 0.027 0.009 1 "IM" "Gm17108"
"Gm49226" 0.000104243897457783 0.86628757056848 0.065 0.036 1 "IM" "Gm49226"
"Ttc19" 0.000104316981472769 0.186407599108286 0.299 0.235 1 "IM" "Ttc19"
"Fundc2" 0.000104397266931715 0.732511370741205 0.047 0.022 1 "IM" "Fundc2"
"Dynll2" 0.000104457597709493 0.75680699791898 0.063 0.034 1 "IM" "Dynll2"
"Hmgb2" 0.000104569145794386 0.295833550512538 0.142 0.096 1 "IM" "Hmgb2"
"Slc30a6" 0.000104724677225515 0.574980510553928 0.109 0.07 1 "IM" "Slc30a6"
"Ablim2" 0.000104923034304599 -1.36505329188252 0.021 0.043 1 "IM" "Ablim2"
"Bnc2" 0.000105056062354868 0.853037086149661 0.097 0.06 1 "IM" "Bnc2"
"Dis3l" 0.000105258026351545 0.569659634275585 0.092 0.056 1 "IM" "Dis3l"
"Gaa" 0.000105429446556788 0.485177078777049 0.092 0.056 1 "IM" "Gaa"
"Ensa" 0.00010555101001913 0.377595771271312 0.204 0.152 1 "IM" "Ensa"
"Dpy19l4" 0.000105694634212032 0.231092291828153 0.317 0.25 1 "IM" "Dpy19l4"
"Taf1b" 0.000105957227259324 0.288282937170613 0.228 0.171 1 "IM" "Taf1b"
"Pak1ip1" 0.000106013319578966 0.487462298113096 0.116 0.076 1 "IM" "Pak1ip1"
"Decr2" 0.000106141224753928 0.666236387294824 0.054 0.027 1 "IM" "Decr2"
"Sdcbp" 0.000106260182215185 0.192907389586756 0.534 0.451 1 "IM" "Sdcbp"
"Synj1" 0.000106368263225032 0.148911348324747 0.624 0.539 1 "IM" "Synj1"
"Ep400" 0.000106446798993996 0.182467464618426 0.53 0.443 1 "IM" "Ep400"
"Mbd1" 0.000107130247523883 0.367502291384402 0.159 0.112 1 "IM" "Mbd1"
"Grpel1" 0.000107361537323985 1.2134018961792 0.05 0.024 1 "IM" "Grpel1"
"Faap20" 0.000109356999020555 0.769402525915513 0.047 0.022 1 "IM" "Faap20"
"Adcy6" 0.000109721261364079 -2.55117264019889 0.016 0.037 1 "IM" "Adcy6"
"Zfp763" 0.000109992923777608 0.915209846226062 0.045 0.021 1 "IM" "Zfp763"
"Tssc4" 0.000110160702165615 0.604439984837814 0.078 0.045 1 "IM" "Tssc4"
"Gas1" 0.000110264848275417 0.936351413074459 0.032 0.012 1 "IM" "Gas1"
"Tlr5" 0.000110629457750662 -0.989087410032654 0.019 0.041 1 "IM" "Tlr5"
"Wiz" 0.000110702600828916 0.402802043534995 0.115 0.075 1 "IM" "Wiz"
"Zc3h7b" 0.000111224313553237 0.2806359271803 0.113 0.072 1 "IM" "Zc3h7b"
"Atp6ap1" 0.000111734468742453 0.359788999777324 0.219 0.165 1 "IM" "Atp6ap1"
"Tmed3" 0.000111855085429538 0.533874748889362 0.067 0.037 1 "IM" "Tmed3"
"Capg" 0.000112693177686176 0.337798154241449 0.22 0.164 1 "IM" "Capg"
"Slc30a9" 0.000112896320831962 0.235246018485541 0.362 0.286 1 "IM" "Slc30a9"
"Rnf157" 0.000113278921990603 -0.693152003194653 0.118 0.161 1 "IM" "Rnf157"
"Utp20" 0.000113710115237162 0.390420081388995 0.158 0.112 1 "IM" "Utp20"
"Zfp106" 0.000113781524476288 0.156735063596206 0.433 0.357 1 "IM" "Zfp106"
"Rnf149" 0.000113811939245669 0.124640072500294 0.502 0.415 1 "IM" "Rnf149"
"Dph5" 0.000114983875332689 0.401485937116761 0.183 0.135 1 "IM" "Dph5"
"Arfgef1" 0.000115144118437963 -0.378025847972775 0.53 0.544 1 "IM" "Arfgef1"
"Cdo1" 0.000115570230709152 -0.888822575212056 0.025 0.049 1 "IM" "Cdo1"
"Rrp8" 0.000115577251861837 1.05454984569603 0.054 0.028 1 "IM" "Rrp8"
