"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Arap3.1" 5.66313666268715e-15 -1.71111156408285 0.102 0.221 1.23433726699929e-10 "1" "Arap3"
"St6gal1" 5.78803778137468e-15 0.4005317573721 0.56 0.37 1.26156071482842e-10 "1" "St6gal1"
"Anxa3" 5.88737261183024e-15 0.404680246987079 0.648 0.461 1.28321173447452e-10 "1" "Anxa3"
"Slc16a10" 5.92922761728706e-15 0.418671115291807 0.612 0.42 1.29233445146389e-10 "1" "Slc16a10"
"Gm17173.1" 5.99230511012109e-15 1.29103196941346 0.122 0.04 1.30608282180199e-10 "1" "Gm17173"
"Kmo.1" 6.09041543985877e-15 -2.95977398038531 0.039 0.137 1.32746694927162e-10 "1" "Kmo"
"Jarid2" 6.68537500490009e-15 -0.678013541189493 0.628 0.675 1.45714433606802e-10 "1" "Jarid2"
"Atp6v0b" 6.78726274343027e-15 0.442781336771405 0.604 0.426 1.47935178755806e-10 "1" "Atp6v0b"
"Lgals1.1" 7.35432595003732e-15 -0.744615409439607 0.485 0.586 1.60294888407014e-10 "1" "Lgals1"
"Rnf217.1" 7.38629444435224e-15 0.694209120026826 0.345 0.2 1.60991673709101e-10 "1" "Rnf217"
"Fyb.1" 7.97593937391944e-15 -0.524540080367422 0.868 0.852 1.73843574593948e-10 "1" "Fyb"
"Gm26532.1" 8.04710147231762e-15 0.711485393030319 0.256 0.128 1.75394623690635e-10 "1" "Gm26532"
"Pla2g7" 8.4852678417921e-15 0.633649773155532 0.391 0.231 1.849448978797e-10 "1" "Pla2g7"
"Wdtc1.1" 8.85999719867914e-15 1.13817896357964 0.191 0.085 1.9311249894241e-10 "1" "Wdtc1"
"Adssl1.1" 9.00017412371958e-15 1.09962224302258 0.149 0.057 1.96167795200592e-10 "1" "Adssl1"
"AU020206" 9.58702576430089e-15 0.366662556987316 0.864 0.741 2.08958813558702e-10 "1" "AU020206"
"Tmem140.1" 9.84992693109584e-15 1.06306997181442 0.199 0.091 2.14689007390165e-10 "1" "Tmem140"
"Shtn1.1" 1.01171797502992e-14 0.416703343896097 0.649 0.478 2.2051404983752e-10 "1" "Shtn1"
"Npepps.1" 1.04171502757003e-14 0.532842770072023 0.617 0.446 2.27052207409164e-10 "1" "Npepps"
"Rreb1.1" 1.04444483672668e-14 0.280093944008592 0.95 0.843 2.27647196612947e-10 "1" "Rreb1"
"Igsf9.1" 1.13228108004384e-14 -2.66273189945632 0.026 0.117 2.46791984206355e-10 "1" "Igsf9"
"Tnfsf13.1" 1.24795328369675e-14 1.04027061378061 0.134 0.047 2.72003897714544e-10 "1" "Tnfsf13"
"Qk" 1.41845467451085e-14 0.393357069607167 0.887 0.81 3.09166380856385e-10 "1" "Qk"
"Gga2.1" 1.42566659368541e-14 0.995797919923106 0.186 0.081 3.10738290759673e-10 "1" "Gga2"
"Dubr.1" 1.51094554765886e-14 1.04067586137765 0.165 0.068 3.29325691567726e-10 "1" "Dubr"
"Ubac2.1" 1.5330045163436e-14 -0.695630847501142 0.553 0.617 3.34133664382251e-10 "1" "Ubac2"
"Tpx2.1" 1.65114265280019e-14 -2.98598670479821 0.026 0.115 3.59883052604329e-10 "1" "Tpx2"
"Kcnip3" 1.84424495700856e-14 -3.60539735890846 0.009 0.086 4.01971630829585e-10 "1" "Kcnip3"
"Nktr.1" 2.13858440402399e-14 0.371808289400089 0.817 0.641 4.66125856701069e-10 "1" "Nktr"
"Cytip.1" 2.17649903372958e-14 -2.3751081090036 0.087 0.198 4.743897293917e-10 "1" "Cytip"
"Diaph3.1" 2.1791737608769e-14 -2.17775163321241 0.103 0.216 4.74972712920729e-10 "1" "Diaph3"
"Zeb1.1" 2.22417039973879e-14 -1.41488069131326 0.247 0.37 4.84780180327066e-10 "1" "Zeb1"
"Arhgap6.1" 2.36090843060003e-14 0.793307482004302 0.392 0.249 5.14583601533582e-10 "1" "Arhgap6"
"Slc38a7.1" 2.37326756887833e-14 0.698752882102893 0.241 0.117 5.17277399312721e-10 "1" "Slc38a7"
"Gm26740.1" 2.6391694396823e-14 -0.480001000691556 0.842 0.839 5.75233371073155e-10 "1" "Gm26740"
"Mcl1.1" 2.76724651180318e-14 0.52106111507055 0.552 0.374 6.03149049712621e-10 "1" "Mcl1"
"Esd.1" 2.80382455984754e-14 0.800418509419794 0.327 0.192 6.1112160106437e-10 "1" "Esd"
"Rab11fip5" 2.80540263683258e-14 0.708912464170905 0.317 0.176 6.11465558724028e-10 "1" "Rab11fip5"
"Rsrp1" 2.81558356878786e-14 0.306572800607587 0.909 0.82 6.13684594653002e-10 "1" "Rsrp1"
"Ttc27.1" 2.85984488141143e-14 0.811926977958754 0.27 0.142 6.23331790352434e-10 "1" "Ttc27"
"Ect2.1" 2.86253797897889e-14 -3.19125217669687 0.022 0.108 6.23918777898238e-10 "1" "Ect2"
"Gm45406.1" 3.06477716711105e-14 1.7950145316211 0.09 0.025 6.67998831343524e-10 "1" "Gm45406"
"Ecm1.1" 3.38221965599393e-14 1.16844014204595 0.169 0.072 7.37188596220438e-10 "1" "Ecm1"
"Mettl25.1" 3.44066759835822e-14 0.744605645167959 0.27 0.141 7.49927909738157e-10 "1" "Mettl25"
"Plekha5.1" 3.53101012152605e-14 -1.65933565578411 0.119 0.239 7.69618966087817e-10 "1" "Plekha5"
"Ptges.1" 3.55238695235219e-14 1.62960143655613 0.109 0.035 7.74278260134684e-10 "1" "Ptges"
"Synj2" 3.55746973429521e-14 0.517417707711398 0.431 0.266 7.75386103286983e-10 "1" "Synj2"
"Dtx3.1" 3.65535244185446e-14 0.904631515643047 0.217 0.104 7.96720618226599e-10 "1" "Dtx3"
"Anxa1.1" 3.69865350210329e-14 0.646827762586486 0.352 0.206 8.06158517318434e-10 "1" "Anxa1"
"Gde1.1" 3.88993398112303e-14 1.03779339319332 0.194 0.089 8.47850010525575e-10 "1" "Gde1"
"Lockd.1" 3.91234241050009e-14 -3.84126147566027 0.023 0.108 8.527341517926e-10 "1" "Lockd"
"Pole.1" 4.17928588465154e-14 -4.04768823031996 0.009 0.084 9.10917151418649e-10 "1" "Pole"
"Prkcb.1" 4.50186149841738e-14 -0.555203167397881 0.765 0.785 9.81225732195053e-10 "1" "Prkcb"
"Macf1.1" 4.5808155551399e-14 0.266278307281499 0.977 0.923 9.98434558398292e-10 "1" "Macf1"
"Slc8b1.1" 4.70533529316662e-14 0.548930517487495 0.396 0.239 1.0255748804986e-09 "1" "Slc8b1"
"Haao" 4.86504254629553e-14 -4.15338571308084 0.009 0.083 1.06038467339057e-09 "1" "Haao"
"Plekhf2.1" 4.89342506702999e-14 0.748139075701308 0.29 0.157 1.06657092760986e-09 "1" "Plekhf2"
"Gm28809.1" 4.90867072187769e-14 1.57184441787159 0.083 0.021 1.06989387054046e-09 "1" "Gm28809"
"Cit.1" 5.13960454484993e-14 -2.50461154118811 0.035 0.128 1.12022820659549e-09 "1" "Cit"
"Inpp5f.1" 5.49992486993383e-14 0.440449285007669 0.464 0.293 1.19876362465078e-09 "1" "Inpp5f"
"Sla.1" 5.73869245731067e-14 -1.18443120527543 0.248 0.365 1.25080540799543e-09 "1" "Sla"
"8030453O22Rik.1" 5.80325887570809e-14 0.841327658548005 0.203 0.094 1.26487830454933e-09 "1" "8030453O22Rik"
"Wwox.1" 6.01365790737632e-14 0.488328262505203 0.769 0.592 1.31073687749174e-09 "1" "Wwox"
"Wdfy4" 6.24520505970478e-14 -1.37436052756247 0.603 0.64 1.36120489481325e-09 "1" "Wdfy4"
"Rhoq.1" 6.33080432563324e-14 0.4545385216323 0.508 0.331 1.37986211081502e-09 "1" "Rhoq"
"Trps1.1" 6.34632494704691e-14 -0.363012783552854 0.943 0.918 1.38324498545834e-09 "1" "Trps1"
"4930512J16Rik.1" 6.8313981213173e-14 1.72557563134028 0.092 0.026 1.48897153452232e-09 "1" "4930512J16Rik"
"Capn2.1" 6.99272128564776e-14 0.515910286794528 0.392 0.234 1.52413353141979e-09 "1" "Capn2"
"Kif16b.1" 7.01644179960554e-14 0.482413196537773 0.52 0.341 1.52930365464202e-09 "1" "Kif16b"
"E130102H24Rik.1" 7.23276644740198e-14 1.11086509934276 0.131 0.048 1.57645377487574e-09 "1" "E130102H24Rik"
"F11r.1" 7.28000985394695e-14 -0.912307865179762 0.369 0.476 1.58675094776628e-09 "1" "F11r"
"Arhgap5.1" 7.63844613863175e-14 -1.07715114074094 0.299 0.415 1.66487572037618e-09 "1" "Arhgap5"
"Exoc5.1" 7.71585208790735e-14 0.470809575397163 0.529 0.354 1.68174712108029e-09 "1" "Exoc5"
"Lpin1.1" 8.68917720778911e-14 1.11509055337855 0.156 0.064 1.89389306420972e-09 "1" "Lpin1"
"Smc4.1" 8.77172526443665e-14 -1.5482414176908 0.156 0.271 1.91188523863661e-09 "1" "Smc4"
"Nedd4.1" 9.22365941390695e-14 -1.49773310209745 0.145 0.261 2.01038880585516e-09 "1" "Nedd4"
"Mki67.1" 9.77445384315938e-14 -2.40247001230711 0.066 0.167 2.13043995965502e-09 "1" "Mki67"
"Bcl2a1b.1" 9.86917987805074e-14 0.642245775423786 0.402 0.252 2.15108644621994e-09 "1" "Bcl2a1b"
"Apoc2.1" 9.96827607939952e-14 1.72038682621993 0.084 0.022 2.17268545426592e-09 "1" "Apoc2"
"Cd244a.1" 1.00722812302104e-13 -1.80193612321946 0.176 0.288 2.19535441693665e-09 "1" "Cd244a"
"Atp2b1" 1.02320819469481e-13 0.306863781425347 0.909 0.809 2.23018458115681e-09 "1" "Atp2b1"
"Rhbdf2.1" 1.03575302197732e-13 0.566907797541626 0.309 0.172 2.25752728670177e-09 "1" "Rhbdf2"
"Cdc14a" 1.04859906232483e-13 -1.23701737809552 0.228 0.353 2.28552651624319e-09 "1" "Cdc14a"
"Gpr141" 1.05279112157916e-13 -1.68506950296045 0.154 0.273 2.29466352859395e-09 "1" "Gpr141"
"Steap3.1" 1.12209475318415e-13 1.19861426325435 0.159 0.067 2.44571772404017e-09 "1" "Steap3"
"Etv5.1" 1.1476342267123e-13 -1.63671194144788 0.113 0.226 2.50138356054213e-09 "1" "Etv5"
"Tbc1d23.1" 1.18730176007697e-13 0.498553850602591 0.586 0.417 2.58784291626376e-09 "1" "Tbc1d23"
"Tbxas1" 1.26210527504741e-13 0.362453444959486 0.891 0.756 2.75088465749334e-09 "1" "Tbxas1"
"Tspan5.1" 1.31782831816499e-13 0.79903877950831 0.497 0.343 2.87233860227241e-09 "1" "Tspan5"
"5930430L01Rik.1" 1.32098656366947e-13 2.25503659656854 0.066 0.013 2.87922231417398e-09 "1" "5930430L01Rik"
"Washc2.1" 1.32621219184252e-13 0.562748394259433 0.429 0.267 2.89061209333995e-09 "1" "Washc2"
"Clk4.1" 1.33657370869825e-13 0.499177487120008 0.459 0.294 2.91319605547871e-09 "1" "Clk4"
"Mtmr3.1" 1.37680546906988e-13 0.371585415255405 0.793 0.655 3.00088520038471e-09 "1" "Mtmr3"
"Ccnd1.1" 1.4089677075993e-13 -1.51784610605456 0.078 0.186 3.07098601548344e-09 "1" "Ccnd1"
"Tbc1d20.1" 1.43646261627703e-13 0.747092016453007 0.259 0.136 3.13091391843742e-09 "1" "Tbc1d20"
"Tmem189.1" 1.52772568741909e-13 0.56348157743489 0.395 0.24 3.32983090829865e-09 "1" "Tmem189"
"Agl.1" 1.60717042972504e-13 0.653985299257142 0.329 0.189 3.5029886686287e-09 "1" "Agl"
"Herc1.1" 1.71680988190293e-13 0.408197123662416 0.677 0.509 3.74195881859563e-09 "1" "Herc1"
"4930402H24Rik" 1.74764212891935e-13 0.391294177023363 0.62 0.435 3.80916078419261e-09 "1" "4930402H24Rik"
"Phyhd1.1" 1.8959285999587e-13 0.917695664377122 0.17 0.074 4.13236597646998e-09 "1" "Phyhd1"
"Gm17494.1" 2.03183427548044e-13 1.68370130361529 0.097 0.03 4.42858598683716e-09 "1" "Gm17494"
"Fam160a2.1" 2.10669592361145e-13 0.886964271684452 0.129 0.047 4.59175443510351e-09 "1" "Fam160a2"
"Mcfd2.1" 2.23329553103356e-13 0.911036900007262 0.166 0.071 4.86769093944074e-09 "1" "Mcfd2"
"1500015L24Rik.1" 2.23862327408108e-13 1.18597453069269 0.128 0.047 4.87930328818713e-09 "1" "1500015L24Rik"
"Ms4a6b.1" 2.44001309306785e-13 -1.10857092615288 0.264 0.38 5.31825253765068e-09 "1" "Ms4a6b"
"Pygl.1" 2.63430466308516e-13 0.4726970009781 0.271 0.141 5.74173044366042e-09 "1" "Pygl"
"Hs1bp3.1" 3.14414401699882e-13 1.03117201719788 0.128 0.047 6.85297629945062e-09 "1" "Hs1bp3"
"Atp6v1d.1" 3.385583982234e-13 0.697570796113243 0.261 0.139 7.37921884767722e-09 "1" "Atp6v1d"
"Gda.1" 3.41383560249648e-13 0.509357996516318 0.343 0.205 7.44079607920133e-09 "1" "Gda"
"Efcab11.1" 3.7335105185464e-13 -3.44013134643603 0.022 0.102 8.13755952622374e-09 "1" "Efcab11"
"Sorl1.1" 4.5654415103253e-13 -1.10942927424012 0.219 0.34 9.95083631590502e-09 "1" "Sorl1"
"AW549877.1" 4.78635077188329e-13 0.843191569110852 0.19 0.089 1.04323301423968e-08 "1" "AW549877"
"Tbc1d12.1" 4.7866913477825e-13 0.611314494372941 0.388 0.24 1.04330724616267e-08 "1" "Tbc1d12"
"Wdfy1.1" 4.79618363549705e-13 0.559526058312451 0.301 0.167 1.04537618519294e-08 "1" "Wdfy1"
"B430306N03Rik.1" 4.93611612303267e-13 0.821467398510999 0.146 0.059 1.0758758701762e-08 "1" "B430306N03Rik"
"Socs6.1" 5.53809713082757e-13 0.527786075227136 0.3 0.168 1.20708365063518e-08 "1" "Socs6"
"Chpt1.1" 5.70189905208122e-13 0.953945677932415 0.21 0.105 1.24278591739162e-08 "1" "Chpt1"
"Arhgap25" 5.79174362928855e-13 0.458103788398858 0.68 0.518 1.26236844143973e-08 "1" "Arhgap25"
"Raph1.1" 5.80582442961166e-13 0.473484375260232 0.491 0.33 1.26543749267816e-08 "1" "Raph1"
"Clmn.1" 5.81041925702673e-13 1.94443836587064 0.078 0.02 1.26643898126155e-08 "1" "Clmn"
"Ccbe1" 5.83075676973164e-13 1.18019536343886 0.124 0.046 1.27087174553071e-08 "1" "Ccbe1"
"Tmem38b.1" 5.90628983291508e-13 1.00232937803518 0.149 0.062 1.28733493198217e-08 "1" "Tmem38b"
"Gm15283.1" 6.06805075449742e-13 0.552002099791979 0.369 0.227 1.32259234245026e-08 "1" "Gm15283"
"Dapk1.1" 6.15587786181316e-13 0.37362090893451 0.765 0.613 1.3417351387608e-08 "1" "Dapk1"
"Gm20404" 6.19175164470402e-13 0.606565857905967 0.4 0.255 1.34955418847969e-08 "1" "Gm20404"
"Cast.1" 6.25595364984776e-13 0.47718557006124 0.576 0.403 1.36354765752082e-08 "1" "Cast"
"Ninj1.1" 6.28076039467655e-13 1.25902781385473 0.087 0.025 1.3689545356237e-08 "1" "Ninj1"
"Gm13561.1" 6.32513667665832e-13 -4.58758059197261 0.006 0.073 1.37862679004445e-08 "1" "Gm13561"
"Slc7a11.1" 6.51282701593984e-13 2.72992204726866 0.112 0.04 1.41953577639425e-08 "1" "Slc7a11"
"Aph1c.1" 6.84153746585381e-13 0.917229579874191 0.203 0.099 1.4911815060575e-08 "1" "Aph1c"
"Stac2.1" 6.96300548945519e-13 2.67825488034011 0.049 0.007 1.51765667648165e-08 "1" "Stac2"
"St8sia1.1" 7.22879882856201e-13 -4.03321023251954 0.011 0.082 1.57558899267338e-08 "1" "St8sia1"
"Lilra5.1" 7.66118570169916e-13 -3.03862501091594 0.019 0.096 1.66983203554235e-08 "1" "Lilra5"
"Blvra.1" 7.66270925608491e-13 0.673912500036842 0.254 0.135 1.67016410945627e-08 "1" "Blvra"
"Ctnnd1" 7.87033442084424e-13 0.303256021769395 0.633 0.441 1.71541809036721e-08 "1" "Ctnnd1"
"Sh2d4b.1" 7.9503554480854e-13 1.87436545108371 0.091 0.028 1.73285947346469e-08 "1" "Sh2d4b"
"Dop1b.1" 8.17066146449641e-13 0.514087589938327 0.373 0.225 1.78087737280164e-08 "1" "Dop1b"
"Sirpb1a.1" 8.35556789834599e-13 -2.2045964182056 0.069 0.167 1.82117957912349e-08 "1" "Sirpb1a"
"Kif3a.1" 9.20021096891594e-13 1.21303484129747 0.149 0.063 2.00527798278492e-08 "1" "Kif3a"
"Alas1.1" 1.07847236301151e-12 0.980282076674 0.237 0.127 2.35063836241989e-08 "1" "Alas1"
"Pbdc1.1" 1.14173280084943e-12 0.884430550169087 0.256 0.141 2.48852081273143e-08 "1" "Pbdc1"
"Pepd.1" 1.15829226467641e-12 0.50333033590975 0.419 0.265 2.52461382008871e-08 "1" "Pepd"
"6330562C20Rik.1" 1.16756925081832e-12 1.22209166230123 0.131 0.052 2.54483393908361e-08 "1" "6330562C20Rik"
"Acox1.1" 1.21997066567113e-12 0.540245135608379 0.369 0.227 2.65904806289679e-08 "1" "Acox1"
"Strn.1" 1.28412344862051e-12 0.488384632890227 0.411 0.26 2.79887546861327e-08 "1" "Strn"
"Vipr2.1" 1.34730631397418e-12 3.27728009843488 0.038 0.003 2.93658884193813e-08 "1" "Vipr2"
"Prc1.1" 1.35961180396397e-12 -2.48164293510399 0.036 0.122 2.96340988791987e-08 "1" "Prc1"
"Snx12.1" 1.3752224181288e-12 0.601833535652036 0.311 0.181 2.99743478255352e-08 "1" "Snx12"
"Ctnnd2.1" 1.43027928329701e-12 -3.15158945099519 0.066 0.159 3.11743672587416e-08 "1" "Ctnnd2"
"Zfp992.1" 1.58912520934297e-12 0.637117382937949 0.321 0.186 3.46365730628394e-08 "1" "Zfp992"
"Rit1.1" 1.65092781389492e-12 0.854092940558092 0.168 0.075 3.59836226316538e-08 "1" "Rit1"
"Ly9.1" 1.7024209588779e-12 0.710042935096238 0.2 0.097 3.71059672197028e-08 "1" "Ly9"
"Syne3.1" 1.71622243149651e-12 0.884447902629272 0.183 0.087 3.74067841168978e-08 "1" "Syne3"
"Cd53.1" 1.72960149219703e-12 0.458388623226647 0.388 0.238 3.76983941239265e-08 "1" "Cd53"
"Slc25a24.1" 1.81228994565427e-12 0.791396490005518 0.181 0.084 3.95006716554805e-08 "1" "Slc25a24"
"Vps8.1" 1.83672633258529e-12 0.467820511610901 0.484 0.32 4.0033287145029e-08 "1" "Vps8"
"Dnajc5.1" 2.18953147457866e-12 0.412952625298496 0.572 0.392 4.77230280199164e-08 "1" "Dnajc5"
"Med15.1" 2.22610323231298e-12 0.421372195741055 0.632 0.463 4.85201460514936e-08 "1" "Med15"
"Rapgef5.1" 2.25050961981381e-12 -1.67898599120305 0.151 0.257 4.90521076734618e-08 "1" "Rapgef5"
"Itga5.1" 2.33889773189699e-12 0.450508603863491 0.529 0.362 5.09786149644268e-08 "1" "Itga5"
"Gm36723.1" 2.39334114125912e-12 -5.43742154686205 0.012 0.081 5.21652635148838e-08 "1" "Gm36723"
"4930440I19Rik.1" 2.52977347445595e-12 2.54700148810627 0.053 0.01 5.5138942649242e-08 "1" "4930440I19Rik"
"Gm15261.1" 2.57862779881704e-12 1.00352835971363 0.281 0.161 5.62037715030161e-08 "1" "Gm15261"
"Cyba.1" 2.58729548072046e-12 0.84650708176699 0.453 0.3 5.63926922977832e-08 "1" "Cyba"
"Cysltr1.1" 2.64120581065676e-12 -1.31571823518219 0.179 0.29 5.75677218490748e-08 "1" "Cysltr1"
"Rnf115.1" 2.66923790359752e-12 0.412579283175272 0.487 0.328 5.81787093468116e-08 "1" "Rnf115"
"Dennd2a" 2.75200200596261e-12 0.671101297758686 0.252 0.137 5.99826357219611e-08 "1" "Dennd2a"
"Lrch1.1" 2.85407438922738e-12 -0.442822785089222 0.831 0.823 6.22074053875999e-08 "1" "Lrch1"
"Pirb.1" 2.88812056382297e-12 0.44066780657108 0.468 0.31 6.29494758090855e-08 "1" "Pirb"
"Kifc1.1" 2.95886538530986e-12 -4.82349274803262 0.002 0.062 6.44914299382137e-08 "1" "Kifc1"
"Nfatc2.1" 2.9856831827059e-12 -1.17169471309407 0.224 0.335 6.50759506502579e-08 "1" "Nfatc2"
"Naip5.1" 3.06434367957396e-12 0.492123501744235 0.358 0.215 6.67904348399941e-08 "1" "Naip5"
"Camkk2.1" 3.1901058160192e-12 0.599430110091709 0.434 0.282 6.95315463659546e-08 "1" "Camkk2"
"A930014D07Rik.1" 3.30979116467091e-12 2.74273974974448 0.041 0.005 7.21402082251672e-08 "1" "A930014D07Rik"
"Fnbp1l" 3.44385285691767e-12 -1.1454128431577 0.176 0.288 7.50622168693776e-08 "1" "Fnbp1l"
"Dync1i2" 3.52454268812598e-12 0.381346593827652 0.575 0.396 7.6820932430394e-08 "1" "Dync1i2"
"Arhgap31.1" 3.75124204524355e-12 0.324165474344194 0.699 0.527 8.17620716181283e-08 "1" "Arhgap31"
"Tsc1.1" 3.79885818816007e-12 0.619649476793171 0.296 0.171 8.27999130691368e-08 "1" "Tsc1"
"Ogt" 4.08528635635479e-12 0.374486066753557 0.716 0.559 8.90429014231089e-08 "1" "Ogt"
"Gpr183" 4.11487362136159e-12 -1.04722303513174 0.211 0.327 8.96877854511972e-08 "1" "Gpr183"
"Ikbkg" 4.1363874404487e-12 0.642103299672972 0.279 0.155 9.01567006520198e-08 "1" "Ikbkg"
"Scarb2" 4.27414621256186e-12 0.358233626468613 0.592 0.42 9.31592908489984e-08 "1" "Scarb2"
"Rps6ka1.1" 4.32130537214812e-12 -1.10734451724681 0.238 0.346 9.41871718913403e-08 "1" "Rps6ka1"
"Plek.1" 4.470676541802e-12 0.580563099943261 0.52 0.37 9.74428659051163e-08 "1" "Plek"
"Ubxn4.1" 4.47951436548674e-12 0.353662238634971 0.595 0.412 9.7635495110149e-08 "1" "Ubxn4"
"Cped1.1" 4.5050498345467e-12 0.767167953774619 0.168 0.076 9.81920661937798e-08 "1" "Cped1"
"Fam107b" 4.51824412545625e-12 -1.14964545716945 0.238 0.349 9.84796489584444e-08 "1" "Fam107b"
"Peak1" 4.52598582138859e-12 0.328782855437488 0.747 0.591 9.86483869629858e-08 "1" "Peak1"
"Ckap2l.1" 4.58562126255587e-12 -5.33733240291058 0.002 0.061 9.99482010386678e-08 "1" "Ckap2l"
"Lig1" 4.64376598696218e-12 -2.34853964876274 0.032 0.112 1.01215523451828e-07 "1" "Lig1"
"Serac1.1" 4.78461624154066e-12 0.740642353949085 0.149 0.064 1.0428549560062e-07 "1" "Serac1"
"Slc35f6" 4.90984424595856e-12 0.642471172426798 0.277 0.154 1.07014965184913e-07 "1" "Slc35f6"
"Tmem176b.1" 5.37156943359196e-12 -1.16058834832333 0.163 0.271 1.1707872737457e-07 "1" "Tmem176b"
"Tsc22d1.1" 5.50417155756083e-12 0.528533263880146 0.486 0.33 1.19968923268596e-07 "1" "Tsc22d1"
"Arl8b.1" 5.52041049941383e-12 0.437318567037416 0.422 0.275 1.20322867245224e-07 "1" "Arl8b"
"Gm36043.1" 5.57404034447057e-12 1.39958992985028 0.08 0.023 1.21491783348081e-07 "1" "Gm36043"
"Rcbtb2" 5.7914240254861e-12 0.443812704781906 0.366 0.223 1.26229878059495e-07 "1" "Rcbtb2"
"Gm13391.1" 6.33164598809954e-12 2.73044297563914 0.051 0.009 1.38004555956618e-07 "1" "Gm13391"
"Esyt2.1" 6.73548743372194e-12 0.4933985206354 0.576 0.404 1.46806684105403e-07 "1" "Esyt2"
"Bard1.1" 7.23390475025766e-12 -3.10427765330331 0.012 0.079 1.57670187936616e-07 "1" "Bard1"
"Hnrnpa2b1" 7.56818968114776e-12 -0.411648623216557 0.761 0.774 1.64956262290297e-07 "1" "Hnrnpa2b1"
"Mthfsl.1" 7.68959947343835e-12 0.661576135505959 0.222 0.115 1.67602510123062e-07 "1" "Mthfsl"
"Mapk6.1" 7.89187503435496e-12 0.662668050255814 0.262 0.145 1.72011308248801e-07 "1" "Mapk6"
"Rab40c" 7.90258582652307e-12 0.423926327305662 0.467 0.31 1.72244760674897e-07 "1" "Rab40c"
"Sh3bp2" 8.4259517112081e-12 0.386133571763936 0.633 0.462 1.83652043497492e-07 "1" "Sh3bp2"
"Dab2.1" 8.75242168823279e-12 -0.738450027625649 0.672 0.685 1.90767783116722e-07 "1" "Dab2"
"Zfp326.1" 9.0017464036524e-12 0.472804634337094 0.318 0.189 1.96202064614008e-07 "1" "Zfp326"
"Pcnx.1" 9.59076751374235e-12 0.477758176166782 0.456 0.3 2.09040368729528e-07 "1" "Pcnx"
"Irak3" 9.81947403305134e-12 0.380467336363887 0.287 0.159 2.14025256024387e-07 "1" "Irak3"
"Npc2.1" 9.92611493523136e-12 0.556108616987821 0.498 0.342 2.16349601128303e-07 "1" "Npc2"
"Rnf149.1" 1.07491772396161e-11 0.570440492345449 0.576 0.428 2.34289067114673e-07 "1" "Rnf149"
"Rad54b.1" 1.07714385308268e-11 -3.85470395500247 0.007 0.069 2.347742742179e-07 "1" "Rad54b"
"Nus1" 1.08532021338037e-11 0.504472019769706 0.242 0.128 2.36556393708385e-07 "1" "Nus1"
"Ppcdc" 1.08985491215979e-11 0.428706299766498 0.473 0.313 2.37544776654348e-07 "1" "Ppcdc"
"Vps26a.1" 1.18400279948276e-11 0.467421490725739 0.401 0.255 2.58065250175263e-07 "1" "Vps26a"
"Galnt7.1" 1.19768910498929e-11 0.39108647879369 0.609 0.443 2.61048317323466e-07 "1" "Galnt7"
"Spns3" 1.21557580409482e-11 -3.5808697259203 0.012 0.078 2.64946902260507e-07 "1" "Spns3"
"Nsf.1" 1.23134286501483e-11 0.348695329966873 0.718 0.55 2.68383490858633e-07 "1" "Nsf"
"Zgrf1.1" 1.30696640216515e-11 -2.33813143051607 0.03 0.108 2.84866397015917e-07 "1" "Zgrf1"
"Lrrc27.1" 1.40063514683635e-11 2.83089351005027 0.035 0.003 3.0528243660445e-07 "1" "Lrrc27"
"Hbp1.1" 1.403304278358e-11 0.543265722541713 0.23 0.12 3.05864200510909e-07 "1" "Hbp1"
"Gm45285.1" 1.41386826968383e-11 1.70640995245935 0.062 0.014 3.08166728060287e-07 "1" "Gm45285"
"Naip2" 1.41542921560045e-11 0.298747672833383 0.565 0.385 3.08506951832273e-07 "1" "Naip2"
"Atp6v0c" 1.42132358706383e-11 0.78172280806319 0.363 0.233 3.09791689036432e-07 "1" "Atp6v0c"
"Gm20513.1" 1.42978119154967e-11 -2.39834406014424 0.022 0.095 3.11635108510165e-07 "1" "Gm20513"
"Syne1.1" 1.48641058101016e-11 0.6278884483674 0.439 0.298 3.23978050236974e-07 "1" "Syne1"
"Rpl19.1" 1.50266939832102e-11 -0.80582327055214 0.405 0.492 3.2752182205805e-07 "1" "Rpl19"
"Hsp90ab1.1" 1.58473160548995e-11 -0.589468862539656 0.537 0.609 3.4540810073259e-07 "1" "Hsp90ab1"
"Vezt.1" 1.6045572345247e-11 0.594131985582645 0.324 0.196 3.49729294837003e-07 "1" "Vezt"
"Snx1.1" 1.65686699495948e-11 0.361053922256534 0.603 0.422 3.61130730221369e-07 "1" "Snx1"
"Zwilch.1" 1.6786888187438e-11 -2.42821961908708 0.021 0.093 3.658870149334e-07 "1" "Zwilch"
"Itgb2.1" 1.71076204381479e-11 0.528384369033378 0.36 0.223 3.72877695069871e-07 "1" "Itgb2"
"Gm5535.1" 1.7290038743602e-11 2.47886883649975 0.046 0.007 3.76853684455548e-07 "1" "Gm5535"
"Gm12743.1" 1.73902803706734e-11 0.741893416601229 0.225 0.119 3.79038550959197e-07 "1" "Gm12743"
"Ifitm10.1" 1.90546467108382e-11 2.41876065618421 0.049 0.009 4.1531507970943e-07 "1" "Ifitm10"
