"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Tsg101" 0.00693782119172702 0.303509847804872 0.341 0.251 1 "2" "Tsg101"
"Gm20274" 0.00693849763086627 0.561242966696637 0.065 0.03 1 "2" "Gm20274"
"Pcgf2" 0.0069433326624809 0.710558502174355 0.069 0.034 1 "2" "Pcgf2"
"Abhd13" 0.0069680903256109 0.46582540774626 0.065 0.03 1 "2" "Abhd13"
"Klhl25" 0.00703102607637622 0.744980151760147 0.099 0.055 1 "2" "Klhl25"
"Psmc1.1" 0.00705711390402774 0.157220824619376 0.254 0.172 1 "2" "Psmc1"
"Map3k7" 0.00708031677116854 0.207280382353028 0.358 0.25 1 "2" "Map3k7"
"Etfdh" 0.00708676889494518 0.244151627090567 0.142 0.086 1 "2" "Etfdh"
"Glrx3" 0.00709127422343671 0.360736242887603 0.22 0.148 1 "2" "Glrx3"
"Gm15943.2" 0.00710495141434439 -4.33322199819049 0 0.03 1 "2" "Gm15943"
"Bri3.2" 0.00713686678569118 -1.1065054275351 0.207 0.263 1 "2" "Bri3"
"E430024P14Rik" 0.00714630716259027 0.347175931025399 0.108 0.06 1 "2" "E430024P14Rik"
"Grb14" 0.00715045386631971 -3.38829752139147 0.004 0.038 1 "2" "Grb14"
"Neurl4" 0.00715377560667924 0.163428677019315 0.138 0.082 1 "2" "Neurl4"
"Gla.2" 0.0071550595074504 -2.341053263305 0.013 0.053 1 "2" "Gla"
"Dhx15" 0.00717444265882486 0.119310776821362 0.474 0.343 1 "2" "Dhx15"
"Hyal1.1" 0.00720158732120334 0.684626530587736 0.069 0.034 1 "2" "Hyal1"
"Vwf.2" 0.00723819359891088 -2.23766654452849 0.03 0.077 1 "2" "Vwf"
"Srpk2.2" 0.0072388645586836 0.147900447685568 0.586 0.439 1 "2" "Srpk2"
"Mtmr6" 0.00725323086799556 0.118484711572206 0.414 0.296 1 "2" "Mtmr6"
"9930021J03Rik.1" 0.00726128274613501 0.17376249920968 0.53 0.401 1 "2" "9930021J03Rik"
"Trub2" 0.0072787642293585 0.323359751650047 0.172 0.107 1 "2" "Trub2"
"Dmac1" 0.00727967224351152 0.673373805530116 0.06 0.028 1 "2" "Dmac1"
"Tmem147" 0.0072867528040458 0.686385340874822 0.073 0.036 1 "2" "Tmem147"
"Med28" 0.00730216717257736 0.477935710802317 0.082 0.042 1 "2" "Med28"
"Fastkd1" 0.00732371016029768 0.535348898246059 0.086 0.045 1 "2" "Fastkd1"
"Cul3" 0.00732497131345096 0.147736166889426 0.655 0.5 1 "2" "Cul3"
"Kirrel" 0.00732697167696951 0.698343804393449 0.065 0.031 1 "2" "Kirrel"
"Btbd3" 0.00735637365625336 0.641420210666235 0.095 0.051 1 "2" "Btbd3"
"Psat1" 0.00736996318252725 0.623436070229153 0.06 0.028 1 "2" "Psat1"
"Amacr" 0.00737318222056525 0.480524025934475 0.047 0.02 1 "2" "Amacr"
"Acsl5" 0.00742716215870431 0.217793944717045 0.246 0.166 1 "2" "Acsl5"
"Plekhg5.1" 0.00747509991936793 0.397947169543472 0.086 0.045 1 "2" "Plekhg5"
"Trabd2b" 0.00749695848799252 0.555269653127044 0.03 0.01 1 "2" "Trabd2b"
"Krr1.2" 0.00749913728685536 0.234811638669274 0.233 0.152 1 "2" "Krr1"
"Patl1.2" 0.0075155964158299 0.269149520444701 0.315 0.221 1 "2" "Patl1"
"Cyp20a1" 0.0075171764140036 0.293892102883353 0.164 0.103 1 "2" "Cyp20a1"
"Gm47917" 0.00752364463992466 2.17315048040162 0.017 0.004 1 "2" "Gm47917"
"Gm19967" 0.00756560729317388 0.673585362692667 0.086 0.046 1 "2" "Gm19967"
"9630014M24Rik" 0.0075874049395671 1.64231862157087 0.017 0.004 1 "2" "9630014M24Rik"
"Emc8" 0.00760877874696541 0.435973548430148 0.194 0.128 1 "2" "Emc8"
"4930579G24Rik" 0.00761946639200705 1.30246613155252 0.017 0.004 1 "2" "4930579G24Rik"
"Gm31513" 0.00761946639200705 1.63858491021919 0.017 0.004 1 "2" "Gm31513"
"Kdm6bos" 0.00761946639200705 1.49444301604405 0.017 0.004 1 "2" "Kdm6bos"
"Gm34455" 0.0076516492376352 1.48217910422136 0.017 0.004 1 "2" "Gm34455"
"Tlr3" 0.007660602720261 0.285699214120799 0.099 0.055 1 "2" "Tlr3"
"Gm16181" 0.00768395387128713 1.4094734566174 0.017 0.004 1 "2" "Gm16181"
"Tmem171" 0.00770015198228281 1.6491687986909 0.017 0.004 1 "2" "Tmem171"
"Rgs18" 0.00771598655429326 0.460338069619733 0.112 0.064 1 "2" "Rgs18"
"Usp34" 0.00774079335265422 0.14769663826899 0.858 0.723 1 "2" "Usp34"
"Anapc7" 0.00774803050801728 0.511799603954206 0.129 0.078 1 "2" "Anapc7"
"Nsmce4a" 0.00774843000434741 0.599645412327922 0.078 0.04 1 "2" "Nsmce4a"
"Fam207a" 0.00776429023816091 0.533081944727417 0.134 0.081 1 "2" "Fam207a"
"Cd300lb.2" 0.0077741408348256 -0.991858539996944 0.19 0.253 1 "2" "Cd300lb"
"Gm15777" 0.00778160246382035 1.45464571560187 0.017 0.004 1 "2" "Gm15777"
"Atp6v1b2.2" 0.00778245290168381 -0.665380751677459 0.466 0.474 1 "2" "Atp6v1b2"
"Thoc1.2" 0.00778623552727752 0.22282636620425 0.345 0.244 1 "2" "Thoc1"
"Bicral" 0.00781896612705009 0.179974911678894 0.392 0.282 1 "2" "Bicral"
"Mpzl1" 0.00781915293323521 0.814316721384751 0.052 0.023 1 "2" "Mpzl1"
"Ube2d2a" 0.00783775039828042 0.144706712593819 0.603 0.464 1 "2" "Ube2d2a"
"Ube2w" 0.00786077507279626 0.129864728050769 0.513 0.386 1 "2" "Ube2w"
"Rab24" 0.00786676433759618 0.137835896367465 0.272 0.184 1 "2" "Rab24"
"Aggf1" 0.00787798599876885 0.479722645265569 0.211 0.142 1 "2" "Aggf1"
"Gramd1a.1" 0.0078814026494513 0.203543815024471 0.272 0.188 1 "2" "Gramd1a"
"Specc1l" 0.0079235081121324 0.107704836370211 0.53 0.399 1 "2" "Specc1l"
"Spag7" 0.00793685018808589 0.324014451191674 0.138 0.083 1 "2" "Spag7"
"Gm28707" 0.00794213583069339 3.25630574273271 0.013 0.002 1 "2" "Gm28707"
"Ipp" 0.00795016042136451 0.417691244120769 0.095 0.052 1 "2" "Ipp"
"Slc35f2" 0.00798377486150294 2.50193393057102 0.013 0.002 1 "2" "Slc35f2"
"Traf3ip2" 0.00800287074447911 0.395001751468578 0.116 0.067 1 "2" "Traf3ip2"
"Hist2h2aa1" 0.00800466759542399 2.5488212125397 0.013 0.002 1 "2" "Hist2h2aa1"
"Mrpl45.1" 0.00801669839673952 0.125803875819374 0.121 0.069 1 "2" "Mrpl45"
"Sh2b1" 0.00803805670502359 0.344010166840236 0.172 0.109 1 "2" "Sh2b1"
"Gpn3" 0.0080388618793827 0.392080296718815 0.099 0.055 1 "2" "Gpn3"
"Mga" 0.00804535665082889 0.121335835490122 0.487 0.353 1 "2" "Mga"
"Gm12602" 0.00804659999109129 1.66068414870583 0.013 0.002 1 "2" "Gm12602"
"Gm11767" 0.0080676398496156 2.12559602409855 0.013 0.002 1 "2" "Gm11767"
"Cd37.2" 0.00807171335211838 -1.36815330237175 0.138 0.195 1 "2" "Cd37"
"Cfap46" 0.00808872894670883 1.69501781240174 0.013 0.002 1 "2" "Cfap46"
"Gm49625" 0.00808872894670883 1.65997519366463 0.013 0.002 1 "2" "Gm49625"
"Cacna1d.1" 0.00809159670787119 0.202258177578501 0.5 0.417 1 "2" "Cacna1d"
"4930544I03Rik" 0.00810986738114485 1.36319796873377 0.013 0.002 1 "2" "4930544I03Rik"
"Hist1h2bj" 0.00810986738114485 1.85153278382814 0.013 0.002 1 "2" "Hist1h2bj"
"Sapcd1" 0.00813105525185171 1.77694093103512 0.013 0.002 1 "2" "Sapcd1"
"Raet1d" 0.00813105525185171 2.02224666994158 0.013 0.002 1 "2" "Raet1d"
"Akap7.2" 0.00814532725702581 -1.0753301658631 0.164 0.224 1 "2" "Akap7"
"Gm16036" 0.00815229265791174 1.19317209436953 0.013 0.002 1 "2" "Gm16036"
"Limk1" 0.00815407704111052 0.174321944433112 0.147 0.088 1 "2" "Limk1"
"Gm16751" 0.00817357969856172 2.1318744986723 0.013 0.002 1 "2" "Gm16751"
"Hsf1" 0.00817401720295151 0.318385839679933 0.185 0.121 1 "2" "Hsf1"
"Itga10" 0.00818542750981788 0.874884625803237 0.039 0.015 1 "2" "Itga10"
"Gm17300" 0.00818896242991088 1.72376011307811 0.026 0.008 1 "2" "Gm17300"
"Amfr" 0.00824847846768427 0.24977169750037 0.267 0.183 1 "2" "Amfr"
"Ccnh.1" 0.00827508343267747 0.123575637561294 0.31 0.212 1 "2" "Ccnh"
"2510039O18Rik.2" 0.00829321568117161 0.167384062841724 0.172 0.109 1 "2" "2510039O18Rik"
"Kmt2d" 0.0083068879374572 0.134081285868463 0.276 0.187 1 "2" "Kmt2d"
"Mtrr" 0.00832051759057611 0.297327872026626 0.065 0.031 1 "2" "Mtrr"
"Zc4h2" 0.00832861248969814 1.73415137181228 0.026 0.008 1 "2" "Zc4h2"
"Oprm1.2" 0.00836453279577763 0.197069029458582 0.289 0.203 1 "2" "Oprm1"
"Hspb11.1" 0.00837852000376002 0.363933885251461 0.103 0.058 1 "2" "Hspb11"
"Tdrkh" 0.00839692446711934 0.233652444134665 0.039 0.015 1 "2" "Tdrkh"
"Dxo" 0.00844153979670191 0.490173802654754 0.056 0.026 1 "2" "Dxo"
"Specc1.1" 0.00845334241412214 0.122694248670721 0.841 0.692 1 "2" "Specc1"
"9930104L06Rik" 0.00845352966677836 0.619781437918158 0.086 0.046 1 "2" "9930104L06Rik"
"Polr2g" 0.00846784105151554 0.40175738483161 0.108 0.061 1 "2" "Polr2g"
"Klf3" 0.00847717400152169 -0.739205243741887 0.358 0.404 1 "2" "Klf3"
"Rnf227" 0.00849639750038368 1.52548424396376 0.026 0.008 1 "2" "Rnf227"
"Tmem107" 0.00852247712699078 1.03241037885159 0.026 0.008 1 "2" "Tmem107"
"Pebp1" 0.00858719915968372 0.171348639491107 0.418 0.311 1 "2" "Pebp1"
"Sall2" 0.00860114599697063 0.835814400675583 0.026 0.008 1 "2" "Sall2"
"4931414P19Rik" 0.00862000012223422 0.109394848982038 0.116 0.066 1 "2" "4931414P19Rik"
"Entpd5" 0.00862274110146319 0.563272174693747 0.06 0.028 1 "2" "Entpd5"
"Baz2b.1" 0.00863912430117105 -0.272295648704959 0.918 0.843 1 "2" "Baz2b"
"Cpsf7" 0.00866592690797259 0.161263339303925 0.362 0.261 1 "2" "Cpsf7"
"Serpinb8" 0.00867764342338283 0.205407183501632 0.142 0.085 1 "2" "Serpinb8"
"Fam57b" 0.00867837156244734 1.86058535312762 0.022 0.006 1 "2" "Fam57b"
"Rabl6" 0.00869479457248531 0.170491940544697 0.448 0.33 1 "2" "Rabl6"
"Sema3g.1" 0.00870864749830621 1.09650286934081 0.022 0.006 1 "2" "Sema3g"
"Slc20a1" 0.0087467229031109 0.478636091787913 0.159 0.101 1 "2" "Slc20a1"
"Ubxn11" 0.00875085321505722 0.37231838805401 0.069 0.034 1 "2" "Ubxn11"
"Ddx59" 0.00875227352957094 0.427595292619247 0.056 0.026 1 "2" "Ddx59"
"Polr1c" 0.00875854940426025 0.376147881012407 0.095 0.052 1 "2" "Polr1c"
"Mrps36.2" 0.00879281862054166 0.325180193185179 0.095 0.052 1 "2" "Mrps36"
"Akr1e1" 0.00880543014205238 0.195937880125587 0.086 0.045 1 "2" "Akr1e1"
"Gm10062" 0.00881535799045223 1.29244211220376 0.022 0.006 1 "2" "Gm10062"
"Endod1" 0.00883007875139402 0.33759545805837 0.095 0.052 1 "2" "Endod1"
"Rrp15" 0.00884260956640519 0.440465792509079 0.099 0.055 1 "2" "Rrp15"
"Dis3l" 0.0088517080223345 0.131006201337752 0.129 0.076 1 "2" "Dis3l"
"Gm17590" 0.00886661179120243 0.185871534325052 0.121 0.07 1 "2" "Gm17590"
"Gm47368" 0.00889229343531909 1.44554102552527 0.022 0.006 1 "2" "Gm47368"
"4933404O12Rik" 0.00890775230192002 1.4939015230457 0.022 0.006 1 "2" "4933404O12Rik"
"4930568A12Rik" 0.00895427302859515 1.37716057357449 0.022 0.006 1 "2" "4930568A12Rik"
"Gm48727" 0.00896322654801184 1.68835747336527 0.03 0.011 1 "2" "Gm48727"
"D430020J02Rik" 0.00896982808590292 1.15964625664514 0.022 0.006 1 "2" "D430020J02Rik"
"Gm49890" 0.00897789344025956 0.951362663187139 0.052 0.023 1 "2" "Gm49890"
"Selenom" 0.00899483702649068 0.849491701806807 0.052 0.023 1 "2" "Selenom"
"Rars2" 0.00900838876696747 0.170387396078529 0.319 0.225 1 "2" "Rars2"
"Ahdc1" 0.00902915562804825 0.441583742269484 0.155 0.098 1 "2" "Ahdc1"
"Slc9a9.2" 0.00903055939966155 0.130281521477627 0.849 0.75 1 "2" "Slc9a9"
"Nt5dc2" 0.00906440598396364 0.48430202821277 0.065 0.031 1 "2" "Nt5dc2"
"Lipa.2" 0.00915846841048463 -1.02551467692169 0.237 0.285 1 "2" "Lipa"
"Plxna4os3" 0.00915936150580794 1.57525218377709 0.03 0.011 1 "2" "Plxna4os3"
"Hs3st3b1.1" 0.0091645078818947 0.736504673312967 0.078 0.041 1 "2" "Hs3st3b1"
"4931403E22Rik" 0.00922927096487606 0.384736537406779 0.056 0.026 1 "2" "4931403E22Rik"
"Wdr77" 0.00930441579384338 0.375916432445706 0.103 0.058 1 "2" "Wdr77"
"Sec11a.1" 0.00931782103992275 0.110240157492421 0.332 0.233 1 "2" "Sec11a"
"Rsl24d1" 0.00931891991680347 0.788700422690273 0.073 0.038 1 "2" "Rsl24d1"
"2610203C22Rik.2" 0.00934923860166408 0.380584605057751 0.168 0.109 1 "2" "2610203C22Rik"
"Acp6" 0.00936483434707778 0.203718462417373 0.112 0.064 1 "2" "Acp6"
"2900089D17Rik.2" 0.00937746883122137 -1.33944097403189 0.056 0.109 1 "2" "2900089D17Rik"
"Dis3l2" 0.00939674457746831 0.112677327001486 0.655 0.505 1 "2" "Dis3l2"
"Edc4.1" 0.00940039065931821 0.844576332479453 0.125 0.075 1 "2" "Edc4"
"Mllt10.1" 0.00940439299965368 0.134233750263181 0.849 0.756 1 "2" "Mllt10"
"Nxt1" 0.00941397927677657 0.253137788122602 0.073 0.037 1 "2" "Nxt1"
"Ptpn6" 0.00943257751524428 0.103456238485615 0.362 0.262 1 "2" "Ptpn6"
"Thap3" 0.00946100775390815 0.196772579995346 0.28 0.195 1 "2" "Thap3"
"Pmm2.2" 0.0094764005887917 0.229721402449963 0.254 0.174 1 "2" "Pmm2"
"Ctnnd2.2" 0.0094789137591909 0.238467701268248 0.19 0.125 1 "2" "Ctnnd2"
"Plppr3" 0.0094945309604285 0.709023071427163 0.043 0.018 1 "2" "Plppr3"
"BC005561" 0.0095123588256287 0.157160070148902 0.28 0.195 1 "2" "BC005561"
"Map2" 0.00952464135455367 1.09751633109483 0.03 0.011 1 "2" "Map2"
"Pde1c.1" 0.00952466394658311 0.32279543406561 0.043 0.018 1 "2" "Pde1c"
"Gm19710.1" 0.00953583062356915 0.137328439533053 0.371 0.271 1 "2" "Gm19710"
"Irf9" 0.00953734063485102 0.208568934743144 0.233 0.155 1 "2" "Irf9"
"Pakap.1.1" 0.0095419251456772 -1.25707383667372 0.069 0.126 1 "2" "Pakap.1"
"Pxk" 0.00957167549291452 0.16436416926073 0.388 0.274 1 "2" "Pxk"
"Trim7.1" 0.00957199783732708 -1.98058569742974 0.017 0.057 1 "2" "Trim7"
"Ascc1" 0.00957477680652673 0.169780943918703 0.177 0.112 1 "2" "Ascc1"
"Dpp6" 0.009588917301341 1.41421845891929 0.03 0.011 1 "2" "Dpp6"
"Bod1" 0.00958973586676965 1.15942456070798 0.039 0.015 1 "2" "Bod1"
"Snapc4" 0.0095981547889496 0.594425860269302 0.099 0.056 1 "2" "Snapc4"
"Poll" 0.00961050420638247 0.670337957499584 0.043 0.018 1 "2" "Poll"
"Brms1l" 0.00962363798229082 0.162797754723166 0.198 0.13 1 "2" "Brms1l"
"Gm42726.1" 0.00964862495469742 0.104875704086234 0.138 0.082 1 "2" "Gm42726"
"Chml" 0.00965319748137082 0.297553821936094 0.078 0.04 1 "2" "Chml"
"Ints6l" 0.00965349985458084 0.197013517521692 0.414 0.303 1 "2" "Ints6l"
"Casd1.1" 0.00965715134436886 0.106465659891429 0.328 0.232 1 "2" "Casd1"
"Zfp940" 0.00966583538733648 1.1244250686835 0.039 0.015 1 "2" "Zfp940"
"Atad3a" 0.0096800584332923 0.191979924878754 0.185 0.119 1 "2" "Atad3a"
"Sdhb" 0.00968744241490146 0.134120959046115 0.284 0.199 1 "2" "Sdhb"
"Tent4b" 0.0096993536446855 0.174776686510917 0.5 0.375 1 "2" "Tent4b"
"Trmt6" 0.00974995719560218 0.234645950710886 0.19 0.123 1 "2" "Trmt6"
"Eif1a.1" 0.0097601116467057 -1.15532883570228 0.103 0.164 1 "2" "Eif1a"
"Hist1h1e" 0.0097622706429488 0.57906639135719 0.086 0.046 1 "2" "Hist1h1e"
"2310011J03Rik" 0.00977577513951282 0.344629951223054 0.116 0.068 1 "2" "2310011J03Rik"
"Ceacam16.1" 0.00979720710863595 1.45602004148142 0.03 0.011 1 "2" "Ceacam16"
"Zbtb1" 0.00980540859598257 0.133232834689549 0.28 0.197 1 "2" "Zbtb1"
"Poglut3" 0.00981611169933515 0.638442038660875 0.06 0.029 1 "2" "Poglut3"
"Zadh2" 0.00982012978842912 0.15277879270507 0.211 0.139 1 "2" "Zadh2"
"Gm36043.2" 0.00984248788532039 -2.70172884117529 0.009 0.043 1 "2" "Gm36043"
"Gm12992" 0.00984990551065706 0.799520325086998 0.03 0.011 1 "2" "Gm12992"
"Znrd2" 0.0098738353689903 1.04109738366633 0.047 0.021 1 "2" "Znrd2"
"Pard6g" 0.00987437589657148 1.02328808099898 0.034 0.013 1 "2" "Pard6g"
"Morc3" 0.00989263457261505 0.178424436898762 0.642 0.512 1 "2" "Morc3"
"Mbip" 0.00991425825859274 0.280617860125767 0.207 0.135 1 "2" "Mbip"
"Dtnbos" 0.00994683520769194 1.00077603196956 0.034 0.013 1 "2" "Dtnbos"
"Ero1lb" 0.00995183698499325 0.152843368906861 0.302 0.211 1 "2" "Ero1lb"
"Rbm22" 0.00997050847164668 0.331075213293663 0.112 0.065 1 "2" "Rbm22"
"Blzf1.2" 0.00999748195150292 0.49243417780445 0.129 0.078 1 "2" "Blzf1"
"Gm36723.2" 3.71255358794672e-213 6.55411613109881 0.529 0.018 8.09188180028867e-209 "3" "Gm36723"
"Zbtb46.2" 4.00072743036483e-191 4.64878142026966 0.673 0.056 8.71998550722319e-187 "3" "Zbtb46"
"Btla.2" 1.36408765894443e-184 4.6570709014684 0.596 0.04 2.97316546143528e-180 "3" "Btla"
"Adam23.2" 2.2208960820205e-170 4.80869943032748 0.578 0.042 4.84066510037188e-166 "3" "Adam23"
"Dpp4.2" 1.28665541203797e-157 3.79683190113319 0.655 0.069 2.80439413607796e-153 "3" "Dpp4"
"Aff3.2" 8.7232551394442e-150 4.46668225362649 0.583 0.055 1.90132069019326e-145 "3" "Aff3"
"Zfp366.2" 8.540731089558e-145 4.26298790598667 0.529 0.043 1.86153774828006e-140 "3" "Zfp366"
"Srgap3.3" 3.78395203662884e-138 3.56840841826931 0.709 0.108 8.24750185903621e-134 "3" "Srgap3"
"Flt3.2" 4.91464654934125e-129 4.03866250870496 0.426 0.027 1.07119636189442e-124 "3" "Flt3"
"Kmo.2" 2.81977723730574e-115 4.3088546779178 0.538 0.068 6.14598646643159e-111 "3" "Kmo"
"Ap1s3.3" 2.25437974361506e-114 4.01835257758805 0.525 0.063 4.91364608918339e-110 "3" "Ap1s3"
"Bcl11a.2" 2.32768430455986e-110 4.58662956862781 0.493 0.055 5.07342071021866e-106 "3" "Bcl11a"
"Ctnnd2.3" 3.28061417352341e-110 4.46667270578984 0.583 0.09 7.15042665261162e-106 "3" "Ctnnd2"
"Htr7.2" 1.95571904392725e-108 3.64972622887548 0.457 0.045 4.26268522814382e-104 "3" "Htr7"
"Cbfa2t3.2" 3.37464814745043e-106 2.94381591385978 0.798 0.214 7.35538310218295e-102 "3" "Cbfa2t3"
"Klrd1.2" 9.34216981853058e-99 4.66840051610417 0.287 0.013 2.03621933364692e-94 "3" "Klrd1"
"St8sia1.2" 2.83971647308193e-97 4.06426491659406 0.377 0.032 6.18944602472937e-93 "3" "St8sia1"
"Itpr1.2" 1.26104371837681e-96 2.73838465004568 0.892 0.396 2.74857088857409e-92 "3" "Itpr1"
"Jaml.2" 2.75819555753755e-96 5.32810825530184 0.274 0.012 6.01176303720884e-92 "3" "Jaml"
"Klri1.2" 4.83040809200554e-96 4.36635371564081 0.283 0.013 1.05283574773353e-91 "3" "Klri1"
"Gm13561.2" 1.03715471570846e-91 4.22221956373441 0.341 0.027 2.26058241835815e-87 "3" "Gm13561"
"Kit.2" 4.81312030690415e-89 4.25205813885144 0.336 0.027 1.04906770209283e-84 "3" "Kit"
"Hepacam2.2" 1.62643354767508e-87 4.29314581396048 0.327 0.026 3.54497456051261e-83 "3" "Hepacam2"
"Gm15987.2" 5.54544079700137e-87 2.73510180299717 0.65 0.143 1.20868427611442e-82 "3" "Gm15987"
"Apobec1.2" 1.03089031667308e-85 -3.30260483216024 0.238 0.884 2.24692853422064e-81 "3" "Apobec1"
"Clec9a.2" 3.6225040194169e-84 5.68868401819713 0.233 0.01 7.89560976072108e-80 "3" "Clec9a"
"Clnk.2" 7.74987818181402e-82 6.69654401522887 0.184 0.004 1.68916344850818e-77 "3" "Clnk"
"Card11.2" 1.06327683280092e-77 3.19203713771725 0.641 0.168 2.31751818477289e-73 "3" "Card11"
"Ciita.2" 6.3942544954088e-77 2.40885359304729 0.803 0.304 1.3936917098193e-72 "3" "Ciita"
"Itgae.2" 3.82405799130027e-75 4.97367458344406 0.336 0.037 8.33491679783807e-71 "3" "Itgae"
"Wdfy4.1" 9.67839595696684e-75 3.21973842265937 0.879 0.606 2.10950318278049e-70 "3" "Wdfy4"
"Klrk1.2" 1.36922670720611e-71 4.29855196605173 0.274 0.022 2.98436653102644e-67 "3" "Klrk1"
"Klrb1b.2" 4.98720723083023e-70 4.25799308603189 0.256 0.019 1.08701168803176e-65 "3" "Klrb1b"
"Lrmda.2" 5.4935801957673e-70 -2.30710009154785 0.52 0.932 1.19738073946944e-65 "3" "Lrmda"
"Zeb2.3" 7.81291682932049e-69 -1.81314459601818 0.722 0.971 1.70290335211869e-64 "3" "Zeb2"
"Gm43914.2" 8.53308588527838e-69 6.76729983946875 0.152 0.003 1.85987139955528e-64 "3" "Gm43914"
"Cldn1.2" 1.16141231360959e-68 6.17301680203732 0.166 0.004 2.53141427874347e-64 "3" "Cldn1"
"Ust.2" 2.67148042935131e-66 2.65921360324714 0.65 0.194 5.82275874381412e-62 "3" "Ust"
"Zswim6.1" 1.25360670163983e-62 -2.16479762825431 0.404 0.885 2.73236116689418e-58 "3" "Zswim6"
"Tespa1.2" 1.29704716930198e-62 3.86553359480392 0.274 0.027 2.82704401021059e-58 "3" "Tespa1"
"Dcstamp.2" 9.85110615694324e-62 4.26211348921535 0.215 0.015 2.14714709796735e-57 "3" "Dcstamp"
"H2-Ob.2" 8.78560026831649e-61 4.38237288849607 0.206 0.013 1.91490943448226e-56 "3" "H2-Ob"
"Jak2.2" 9.94815634648556e-61 2.25271959113949 0.744 0.32 2.16830015727999e-56 "3" "Jak2"
"Adgre1.2" 1.43344752077274e-60 -4.73048536114723 0.063 0.683 3.12434221627627e-56 "3" "Adgre1"
"Ffar4.1" 8.84306555244751e-60 4.7653531389617 0.184 0.01 1.92743456781146e-55 "3" "Ffar4"
"Chn2.1" 2.3106979305217e-59 2.93497032932399 0.587 0.176 5.03639720936509e-55 "3" "Chn2"
"Plekha5.3" 3.00790920662884e-59 2.85397157588948 0.574 0.169 6.55603890676822e-55 "3" "Plekha5"
"Fyb.2" 6.4155349472168e-59 -2.0154749682127 0.48 0.891 1.39832999709537e-54 "3" "Fyb"
"Fyn.1" 1.21246426036881e-58 2.61691269511718 0.673 0.252 2.64268710189985e-54 "3" "Fyn"
"Gm4107.2" 1.34970786079259e-58 4.8401002883114 0.188 0.011 2.94182325338353e-54 "3" "Gm4107"
"Itgb5.1" 2.16618957593334e-58 -3.38394870737073 0.152 0.74 4.7214267997043e-54 "3" "Itgb5"
"Itgb7.2" 2.37464884509736e-58 3.36801849640206 0.291 0.035 5.17578462277421e-54 "3" "Itgb7"
"Alcam.1" 3.78494091807244e-58 1.6836061942976 0.955 0.748 8.2496572250307e-54 "3" "Alcam"
"Grap2.3" 2.98860014687001e-56 2.32984736288642 0.623 0.197 6.51395288011786e-52 "3" "Grap2"
"Pacsin1.2" 1.64194152348506e-55 6.00599353740607 0.143 0.005 3.57877574458804e-51 "3" "Pacsin1"
"Mertk.3" 2.10428267214549e-54 -4.40712480490636 0.045 0.645 4.58649451220831e-50 "3" "Mertk"
"Trerf1.2" 9.96181418044081e-54 1.93919439510076 0.879 0.653 2.17127701876888e-49 "3" "Trerf1"
"Fmn1.2" 5.3072975931026e-53 -3.44709524057938 0.117 0.683 1.15677858339264e-48 "3" "Fmn1"
"Chsy3.2" 1.80617003308334e-52 4.91576705651662 0.211 0.019 3.93672820410845e-48 "3" "Chsy3"
"Ophn1.2" 4.13236680193745e-52 -3.63987970375568 0.121 0.679 9.00690668150286e-48 "3" "Ophn1"
"Rreb1.3" 4.17018543585869e-52 -1.72646236626426 0.596 0.901 9.0893361759976e-48 "3" "Rreb1"
"Mitf.3" 9.96517668443304e-52 -2.19485580642824 0.363 0.836 2.17200991013903e-47 "3" "Mitf"
"Ccser1.2" 1.53284935193508e-51 3.77243886011793 0.408 0.092 3.34099844747771e-47 "3" "Ccser1"
"Siglecg.2" 2.97251259302342e-51 3.98669363931407 0.193 0.015 6.47888844775384e-47 "3" "Siglecg"
"Sept3.2" 9.95944960527823e-51 6.8591684666049 0.108 0.002 2.17076163596644e-46 "3" "Sept3"
"Clec1a.2" 4.32412973877785e-50 4.50519010524403 0.22 0.022 9.42487317864021e-46 "3" "Clec1a"
"Lgmn.2" 8.94617316155514e-50 -2.63030111282436 0.166 0.721 1.94990790229256e-45 "3" "Lgmn"
"Lrba.2" 1.05420850530191e-49 2.56657915254726 0.722 0.354 2.29775285815605e-45 "3" "Lrba"
"Clec2g.2" 1.40096798393909e-49 2.69437915921862 0.404 0.086 3.05354981779364e-45 "3" "Clec2g"
"Cacnb2.3" 5.41575767406831e-49 4.24915019323572 0.35 0.068 1.18041854263993e-44 "3" "Cacnb2"
"Lhfpl2.1" 7.49548590399427e-49 -5.19366169579672 0.031 0.587 1.63371610763459e-44 "3" "Lhfpl2"
"Ppp1r16b.2" 1.47046535115391e-48 3.65790757601544 0.238 0.027 3.20502627937506e-44 "3" "Ppp1r16b"
"Cdh1.2" 4.11009765861968e-48 3.94844363623422 0.305 0.05 8.95836885672746e-44 "3" "Cdh1"
"Lpar3.2" 8.92810517184468e-48 4.10141437675678 0.197 0.018 1.94596980325527e-43 "3" "Lpar3"
"Snx24.1" 1.44437322719443e-47 -3.47289141851136 0.121 0.653 3.14815588599297e-43 "3" "Snx24"
"Gm12064.2" 8.33773740010592e-46 4.86392663037445 0.161 0.011 1.81729324372709e-41 "3" "Gm12064"
"Kcnip3.1" 1.3938496105574e-45 3.28986584437475 0.278 0.043 3.03803461117091e-41 "3" "Kcnip3"
